player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
c-overton,C Overton,,,,,,,,15.0,0.0,0.0,47.0,0.0,0.0,1.0,1.0
cg-harrison,CG Harrison,,,,,,,,10.0,0.0,0.0,33.0,0.0,2.0,,1.0
cj-jordan,CJ Jordan,,,,,,,,16.0,0.0,0.0,43.0,1.0,0.0,,1.0
dp-conway,DP Conway,,38.0,4.0,1.0,2.0,51.0,1.0,,,,,,,,1.0
fh-allen,FH Allen,,38.0,6.0,0.0,1.0,69.0,5.0,,,,,,,,1.0
ghs-garton,GHS Garton,,,,,,,,10.0,0.0,0.0,27.0,0.0,0.0,,1.0
j-little,J Little,,,,,,,,20.0,0.0,1.0,37.0,0.0,1.0,,1.0
j-overton,J Overton,,3.0,0.0,1.0,5.0,7.0,1.0,20.0,0.0,0.0,31.0,0.0,0.0,,1.0
jc-buttler,JC Buttler,,46.0,6.0,0.0,2.0,82.0,4.0,,,,,,,1.0,1.0
jm-vince,JM Vince,,25.0,3.0,1.0,3.0,56.0,4.0,,,,,,,1.0,1.0
lj-evans,LJ Evans,,13.0,2.0,1.0,4.0,22.0,1.0,,,,,,,,1.0
mde-holden,MDE Holden,,17.0,1.0,0.0,3.0,31.0,3.0,,,,,,,,1.0
mj-santner,MJ Santner,,,,,,,,15.0,0.0,0.0,17.0,1.0,1.0,,1.0
pd-salt,PD Salt,,17.0,5.0,0.0,1.0,47.0,4.0,,,,,,,,1.0
pi-walter,PI Walter,,,,,,,,15.0,0.0,0.0,27.0,1.0,0.0,,1.0
rj-gleeson,RJ Gleeson,,,,,,,,20.0,0.0,0.0,28.0,0.0,3.0,,1.0
rehan-ahmed,Rehan Ahmed,,,,,,,,20.0,0.0,0.0,31.0,0.0,0.0,1.0,1.0
ts-mills,TS Mills,,,,,,,,20.0,0.0,0.0,27.0,1.0,2.0,,1.0
zaman-khan,Zaman Khan,,,,,,,,15.0,0.0,0.0,34.0,0.0,1.0,,1.0
