player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
aj-ouellette,A.J. OUELLETTE,RB,,,,,,,,,,12.0,1.0,,52.0,
alex-hale,Alex Hale,K/OL/PK,4.0,59.0,,,1.0,,,,,,,,,
austin-mack,Austin Mack,WR,,,,,,,,,2.0,173.0,4.0,,,
brendan-oleary-orange,Brendan O\'LEARY-ORANGE,WR,,,,,,,,,1.0,59.0,5.0,,,
cody-fajardo,Cody FAJARDO,QB,,,0.0,,,4.0,510.0,,,,,0.0,5.0,
cole-snyder,Cole SNYDER,QB,,,,,,,,,,,,0.0,0.0,
dhel-duncan-busby,Dhel Duncan-Busby,WR,,,,,,,,,1.0,7.0,1.0,,,
edm-dst,EDM DST,DST,,,,1.0,,,,34.0,,,,,,1.0
edm-k,EDM K,K,3.0,128.0,,,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,,,4.0,510.0,,,,,0.0,5.0,
javon-leake,Javon LEAKE,RB,,,,,,,,,1.0,12.0,1.0,0.0,-1.0,
johnny-johnson-iii,Johnny Johnson III,WR,,,,,,,,,,10.0,1.0,,,
joshua-cephus,Joshua Cephus,WR,,,,,,,,,0.0,14.0,1.0,,,
justin-rankin,Justin Rankin,RB,,,,,,,,,0.0,27.0,3.0,0.0,39.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,0.0,68.0,1.0,,,
keesean-johnson,KeeSean Johnson,WR,,,,,,,,,1.0,88.0,7.0,,,
kian-schaffer-baker,Kian SCHAFFER-BAKER,WR,,,,,,,,,1.0,185.0,8.0,,,
ssk-dst,SSK DST,DST,,,,,,,,36.0,,,,,,2.0
ssk-k,SSK K,K,4.0,59.0,,,1.0,,,,,,,,,
ssk-qb,SSK QB,QB,,,1.0,,,4.0,386.0,,,,,0.0,8.0,
samuel-emilus,Samuel Emilus,WR,,,,,,,,,1.0,84.0,8.0,,,
tj-luther,T.J. Luther,WR,,,,,,,,,,157.0,10.0,,,
thomas-bertrand-hudon,Thomas Bertrand-Hudon,RB,,,,,,,,,,,,0.0,9.0,
tommy-stevens,Tommy STEVENS,QB,,,,,,,,,,,,0.0,4.0,
trevor-harris,Trevor HARRIS,QB,,,1.0,,,4.0,386.0,,,,,0.0,4.0,
vincent-blanchard,Vincent Blanchard,K,3.0,128.0,,,,,,,,,,,,
