player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
fay-henderson,Fay Henderson,,1.0,1.0,0.0,7.0,4.0
jennifer-dodds,Jennifer Dodds,,1.0,1.0,0.0,7.0,4.0
jiayi-jiang,Jiayi Jiang,,0.0,1.0,1.0,4.0,7.0
rebecca-morrison,Rebecca Morrison,,1.0,1.0,0.0,7.0,4.0
rui-wang,Rui Wang,,0.0,1.0,1.0,4.0,7.0
sophie-jackson,Sophie Jackson,,1.0,1.0,0.0,7.0,4.0
sophie-sinclair,Sophie Sinclair,,1.0,1.0,0.0,7.0,4.0
tingyu-su,Tingyu Su,,0.0,1.0,1.0,4.0,7.0
yu-han,Yu Han,,0.0,1.0,1.0,4.0,7.0
ziqi-dong,Ziqi Dong,,0.0,1.0,1.0,4.0,7.0
