player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
alexander-kekua,Alexander Kekua,OL,,1.0,,
anthony-webb,Anthony Webb,DB,,,,1.0
carlos-vazquez,Carlos Vazquez,K,1.0,,,
darrien-crowe,Darrien Crowe,K,,,1.0,
dillon-thomas,Dillon Thomas,DB,,,,1.0
rico-moore,Rico Moore,LB,1.0,,,
traevan-john,Traevan John,LB,,1.0,,
tyler-cassel,Tyler Cassel,DL,,,1.0,
vincent-wilkerson,Vincent Wilkerson,,,,,1.0
