player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
benoît-schwarz,Benoît Schwarz,,1.0,1.0,0.0,8.0,5.0
bobby-lammie,Bobby Lammie,,0.0,1.0,1.0,5.0,8.0
bruce-mouat,Bruce Mouat,,0.0,1.0,1.0,5.0,8.0
grant-hardie,Grant Hardie,,0.0,1.0,1.0,5.0,8.0
hammy-jr-mcmillan,Hammy Jr McMillan,,0.0,1.0,1.0,5.0,8.0
kim-schwaller,Kim Schwaller,,1.0,1.0,0.0,8.0,5.0
kyle-waddell,Kyle Waddell,,0.0,1.0,1.0,5.0,8.0
pablo-lachat,Pablo Lachat,,1.0,1.0,0.0,8.0,5.0
sven-michel,Sven Michel,,1.0,1.0,0.0,8.0,5.0
yannick-schwaller,Yannick Schwaller,,1.0,1.0,0.0,8.0,5.0
