player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
austin-taylor,Austin Taylor,P/WR,2.0,,30.0,38.0,,,3.0,2.0,,,41.0,3.0,100.0,365.0
billy-obryan,Billy O\'Bryan,P,3.0,,11.0,12.0,,,1.0,2.0,2.0,,13.0,1.0,36.0,224.0
bobby-ley,Bobby Ley,P,3.0,,31.0,34.0,,,4.0,3.0,,,38.0,4.0,92.0,371.0
bradley-fleming,Bradley Fleming,P,1.0,,3.0,3.0,,,,,,,3.0,,18.0,23.0
bradley-seuntjens,Bradley Seuntjens,P,,1.0,2.0,3.0,,,,,,,3.0,,27.0,1.0
brett-hulsmeyer,Brett Hulsmeyer,P,1.0,1.0,15.0,14.0,,3.0,,,3.0,,15.0,1.0,191.0,69.0
christian-olsen,Christian Olsen,P,2.0,,30.0,31.0,,1.0,3.0,1.0,,,31.0,,76.0,254.0
dean-ramsey,Dean Ramsey,P,1.0,1.0,8.0,4.0,,4.0,,,7.0,,4.0,,319.0,30.0
duncan-fitzgerald,Duncan Fitzgerald,P,5.0,,18.0,38.0,,,2.0,2.0,,,41.0,3.0,95.0,288.0
elliott-moore,Elliott Moore,P,1.0,,4.0,4.0,,,,,2.0,,5.0,,26.0,14.0
eric-brodbeck,Eric Brodbeck,P,,2.0,3.0,2.0,,,1.0,1.0,,,3.0,,50.0,24.0
eric-carter,Eric Carter,P,,,1.0,2.0,,,,,,,2.0,1.0,3.0,
evan-swiatek,Evan Swiatek,P,,2.0,27.0,22.0,,4.0,4.0,,,,23.0,1.0,338.0,204.0
hayden-austin-knab,Hayden Austin-Knab,P,,2.0,5.0,5.0,,2.0,,,,,5.0,,35.0,14.0
jp-burns,JP Burns,P,2.0,,10.0,13.0,,1.0,2.0,2.0,,,13.0,,31.0,130.0
jacob-sames,Jacob Sames,P,,,1.0,1.0,,,1.0,,,,2.0,,6.0,9.0
jake-radack,Jake Radack,P,,,31.0,32.0,,1.0,4.0,,,,33.0,1.0,175.0,361.0
jakeem-polk,Jakeem Polk,P,1.0,,6.0,5.0,,1.0,,,11.0,,5.0,,127.0,-8.0
jeremy-langdon,Jeremy Langdon,P,1.0,,6.0,5.0,,2.0,1.0,,,,5.0,,94.0,28.0
joey-wylie,Joey Wylie,P,3.0,1.0,7.0,5.0,1.0,2.0,,,,1.0,5.0,,55.0,40.0
joshua-zdrodowski,Joshua Zdrodowski,P,1.0,1.0,2.0,2.0,,,,1.0,6.0,,2.0,,18.0,45.0
justin-burnett,Justin Burnett,P,,1.0,4.0,1.0,,2.0,1.0,,,,2.0,1.0,42.0,9.0
kennith-taylor,Kennith Taylor,P,,,4.0,2.0,,,,,,,3.0,1.0,51.0,-12.0
kyle-henke,Kyle Henke,P,5.0,1.0,18.0,16.0,,4.0,,1.0,,,18.0,2.0,205.0,192.0
liam-haberfield,Liam Haberfield,P,,,12.0,10.0,,2.0,,,,,10.0,,63.0,80.0
mark-evans,Mark Evans,P,1.0,,21.0,17.0,,2.0,3.0,1.0,,2.0,20.0,3.0,270.0,254.0
matt-smith,Matt Smith,P,1.0,,10.0,8.0,,2.0,,1.0,,,8.0,,163.0,21.0
matthew-armour,Matthew Armour,P,2.0,1.0,13.0,14.0,1.0,2.0,,1.0,,,15.0,,88.0,159.0
max-thorne,Max Thorne,P,2.0,,11.0,11.0,,1.0,,1.0,,,11.0,,127.0,90.0
mick-walter,Mick Walter,P,,,1.0,1.0,,,1.0,,,,1.0,,14.0,2.0
noah-chambers,Noah Chambers,P,,,13.0,9.0,,3.0,,,,,10.0,1.0,148.0,104.0
oliver-fay,Oliver Fay,P,,,7.0,6.0,,1.0,,,8.0,,7.0,,74.0,18.0
reese-bowman,Reese Bowman,P,,,3.0,3.0,,1.0,,,2.0,,4.0,,38.0,8.0
shane-worthington,Shane Worthington,P,,,1.0,,,1.0,,,,,,,9.0,
tyler-randall,Tyler Randall,P,,,7.0,7.0,,,2.0,,,,7.0,,17.0,33.0
zach-slayton,Zach Slayton,P,,,4.0,6.0,,,1.0,,,,6.0,,46.0,18.0
