player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
angelo-olcese,Angelo Olcese,P,,1.0,,7.0,3.0,,4.0,,,,4.0,1.0,103.0,2.0
antoine-davis,Antoine Davis,P,1.0,2.0,,3.0,2.0,,1.0,,,,2.0,,85.0,-2.0
antoine-dube,Antoine Dubé,P,,,,0.0,0.0,,0.0,0.0,,,0.0,,0.0,0.0
ben-jagt,Ben Jagt,P,1.0,2.0,1.0,4.0,5.0,,1.0,3.0,,16.0,5.0,,82.0,44.0
ben-katz,Ben Katz,P,1.0,,,4.0,5.0,,1.0,,,,6.0,1.0,22.0,20.0
charles-weinberg,Charles Weinberg,P,1.0,,,18.0,16.0,,1.0,4.0,1.0,,17.0,1.0,184.0,113.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,,,,,,,,,,0.0,,,,
eliott-heloir,Eliott Heloir,P,,,,,,,0.0,0.0,0.0,,,,,
elliott-chartock,Elliott Chartock,P,3.0,,,29.0,34.0,,,2.0,1.0,,37.0,3.0,34.0,274.0
ethan-fortin,Ethan Fortin,P,1.0,,,3.0,5.0,,,,,,5.0,,11.0,50.0
felix-leonard,Felix Leonard,P,,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0
jack-williams,Jack Williams,P,1.0,,,28.0,38.0,,,1.0,1.0,,40.0,2.0,97.0,264.0
jeff-babbitt,Jeff Babbitt,P,,,,18.0,12.0,,6.0,2.0,,,12.0,,243.0,60.0
jeff-holm,Jeff Holm,P,1.0,,,3.0,5.0,,,,,,5.0,,54.0,25.0
john-lithio,John Lithio,P,2.0,,,21.0,16.0,,5.0,2.0,2.0,,17.0,1.0,302.0,183.0
john-randolph,John Randolph,P,2.0,4.0,,11.0,14.0,,,2.0,,,14.0,,11.0,88.0
josue-alorro,Josue Alorro,P,1.0,,,8.0,9.0,,,3.0,3.0,9.0,9.0,,40.0,194.0
kevin-quinlan,Kevin Quinlan,P,,,,,,,0.0,,,,,,,
liam-mckeown,Liam McKeown,P,,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0
marques-brownlee,Marques Brownlee,P,1.0,,,10.0,4.0,,3.0,1.0,,3.0,7.0,3.0,149.0,37.0
matt-labar,Matt LaBar,P,1.0,,,4.0,2.0,,2.0,,1.0,,2.0,,55.0,63.0
matt-stevens,Matt Stevens,P,,,,1.0,1.0,,,,,,1.0,,4.0,-6.0
max-ayad,Max Ayad,P,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
paul-hooley,Paul Hooley,P,0.0,,,,0.0,,,,0.0,0.0,0.0,,,0.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,,0.0,,,,0.0,,,,,,0.0,,
raphael-salvas,Raphael Salvas,P,,0.0,,,,,,,,,,,,
ryan-holmes,Ryan Holmes,P,,2.0,,2.0,1.0,,1.0,,,,1.0,,16.0,3.0
ryan-osgar,Ryan Osgar,P,7.0,,,32.0,31.0,,1.0,2.0,4.0,,31.0,,235.0,384.0
shashank-alladi,Shashank Alladi,P,2.0,1.0,,9.0,13.0,,,2.0,1.0,,13.0,,31.0,148.0
simon-walker,Simon Walker,P,0.0,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0
zachary-burpee,Zachary Burpee,P,1.0,1.0,,14.0,13.0,,2.0,1.0,,,13.0,,208.0,26.0
