player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aaron-murray,Aaron Murray,QB,,20.0,,,,,,,,,,,,,,,,0.0,,33.0,0.0,254.0,,,,,,,,,,,,7.0,0.0,54.0,,,
antonio-simmons,Antonio Simmons,DB/DE,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
brandon-radcliff,Brandon Radcliff,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12.0,0.0,48.0,,1.0,
brandon-watts,Brandon Watts,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
bug-howard,Bug Howard,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,1.0,,,,,1.0,
cameron-nizialek,Cameron Nizialek,P,,,,,,,,,,,,,,,,,,,,,,,,35.0,46.0,0.0,105.0,3.0,0.0,2.0,,,,,,,,,
carl-bradford,Carl Bradford,DB/LB,0.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,6.0,,
carlos-merritt,Carlos Merritt,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
charles-standberry,Charles Standberry,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
deion-holliman,Deion Holliman,WR,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
denard-robinson,Denard Robinson,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1.0,9.0,1.0,43.0,,2.0,
donatello-brown,Donatello Brown,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
doran-grant,Doran Grant,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
dylan-wynn,Dylan Wynn,DB/DT,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
ed-reynolds,Ed Reynolds,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,8.0,,
edmond-robinson,Edmond Robinson,DB/LB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
erick-dargan,Erick Dargan,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,11.0,,
ervin-phillips,Ervin Phillips,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,2.0,1.0,0.0,18.0,,3.0,
