player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-capsey,A Capsey,,12.0,1.0,0.0,2.0,8.0,0.0,20.0,0.0,0.0,9.0,2.0,0.0,1.0,1.0
an-davidson-richards,AN Davidson-Richards,,30.0,5.0,0.0,4.0,42.0,0.0,20.0,0.0,0.0,17.0,2.0,1.0,,1.0
bam-heath,BAM Heath,,2.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0,1.0
d-gregory,D Gregory,,,,,,,,5.0,0.0,0.0,11.0,0.0,0.0,,1.0
d-van-niekerk,D van Niekerk,,21.0,4.0,1.0,5.0,27.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,,1.0
e-gray,E Gray,,,,,,,,5.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0
ea-russell,EA Russell,,1.0,0.0,1.0,10.0,1.0,0.0,20.0,0.0,0.0,14.0,0.0,1.0,,1.0
fc-wilson,FC Wilson,,9.0,1.0,0.0,4.0,8.0,0.0,,,,,,,,1.0
gj-gibbs,GJ Gibbs,,,,,,,,20.0,0.0,0.0,24.0,2.0,0.0,1.0,1.0
gl-adams,GL Adams,,24.0,4.0,0.0,1.0,26.0,0.0,,,,,,,,1.0
ji-rodrigues,JI Rodrigues,,10.0,3.0,0.0,2.0,14.0,0.0,,,,,,,,1.0
k-moore,K Moore,,12.0,1.0,0.0,8.0,11.0,0.0,10.0,0.0,0.0,11.0,0.0,0.0,,1.0
ka-levick,KA Levick,,,,,,,,20.0,0.0,0.0,23.0,1.0,1.0,,1.0
l-winfield,L Winfield,,8.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,1.0
l-wolvaardt,L Wolvaardt,,26.0,3.0,0.0,3.0,27.0,0.0,,,,,,,,1.0
l-harris,L. Harris,LB,3.0,1.0,0.0,6.0,5.0,0.0,,,,,,,2.0,1.0
lcn-smith,LCN Smith,,7.0,0.0,0.0,7.0,3.0,0.0,20.0,0.0,0.0,22.0,1.0,0.0,,1.0
mk-villiers,MK Villiers,,1.0,0.0,1.0,6.0,1.0,0.0,20.0,0.0,0.0,19.0,2.0,0.0,1.0,1.0
ne-farrant,NE Farrant,,,,,,,,20.0,0.0,0.0,24.0,2.0,0.0,,1.0
pc-graham,PC Graham,,1.0,0.0,1.0,9.0,1.0,0.0,10.0,0.0,0.0,16.0,0.0,1.0,1.0,1.0
sj-bryce,SJ Bryce,,33.0,2.0,0.0,3.0,29.0,0.0,,,,,,,2.0,1.0
