player_id,player_name,positions,fg_made,pass_td,recv_td,rush_td
devery-smith,Devery Smith,WR,,1.0,,
jacobe-thomas,Jacobe Thomas,DB,1.0,,,
jatavius-stewart,Jatavius Stewart,DB,,,1.0,
kobe-gatson,Kobe Gatson,QB,,,,1.0
naeem-alexander,Naeem Alexander,DB,,1.0,,
stephen-matina,Stephen Matina,DL,,,1.0,
tony-kennedy,Tony Kennedy,OL,,,,1.0
travis-taylor,Travis Taylor,DL,2.0,,,
