player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-nortje,A Nortje,,,,,,,,24.0,0.0,0.0,28.0,0.0,1.0,,1.0
am-rahane,AM Rahane,,15.0,3.0,0.0,2.0,15.0,0.0,,,,,,,,1.0
ar-patel,AR Patel,,,,,,,,18.0,0.0,0.0,24.0,1.0,0.0,1.0,1.0
at-carey,AT Carey,,9.0,0.0,1.0,6.0,14.0,0.0,,,,,,,1.0,1.0
hh-pandya,HH Pandya,,2.0,0.0,0.0,5.0,0.0,0.0,,,,,,,,1.0
hv-patel,HV Patel,,,,,,,,12.0,0.0,0.0,20.0,0.0,0.0,,1.0
ishan-kishan,Ishan Kishan,,15.0,2.0,0.0,4.0,28.0,2.0,,,,,,,,1.0
jj-bumrah,JJ Bumrah,,,,,,,,24.0,0.0,0.0,26.0,0.0,0.0,,1.0
jl-pattinson,JL Pattinson,,,,,,,,18.0,0.0,0.0,37.0,0.0,3.0,,1.0
k-rabada,K Rabada,,,,,,,,24.0,0.0,0.0,28.0,2.0,3.0,1.0,1.0
ka-pollard,KA Pollard,,14.0,1.0,1.0,6.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,,1.0
kh-pandya,KH Pandya,,7.0,2.0,1.0,7.0,12.0,0.0,24.0,0.0,0.0,26.0,2.0,0.0,1.0,1.0
mp-stoinis,MP Stoinis,,8.0,2.0,0.0,5.0,13.0,0.0,16.0,0.0,0.0,31.0,1.0,0.0,,1.0
pp-shaw,PP Shaw,,3.0,1.0,0.0,1.0,4.0,0.0,,,,,,,1.0,1.0
q-de-kock,Q de Kock,,36.0,4.0,0.0,2.0,53.0,3.0,,,,,,,,1.0
r-ashwin,R Ashwin,,,,,,,,24.0,0.0,0.0,35.0,1.0,0.0,,1.0
rd-chahar,RD Chahar,,,,,,,,24.0,0.0,0.0,27.0,0.0,0.0,,1.0
rg-sharma,RG Sharma,,12.0,0.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
s-dhawan,S Dhawan,,52.0,6.0,1.0,3.0,69.0,1.0,,,,,,,,1.0
sa-yadav,SA Yadav,,32.0,6.0,0.0,3.0,53.0,1.0,,,,,,,,1.0
ss-iyer,SS Iyer,,33.0,5.0,0.0,4.0,42.0,0.0,,,,,,,1.0,1.0
ta-boult,TA Boult,,,,,,,,24.0,0.0,0.0,36.0,1.0,2.0,1.0,1.0
