player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pr,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
jonathon-jennings,Jonathon Jennings,QB,,,,,,,,41.0,26.0,2.0,46.0,,,3.0,374.0,,,,,,,,,,,,,5.0,16.0,1.0,44.0,,,,6.0,1.0,1.0,,,,,,
keynan-parker,Keynan Parker,S/DB,,,,3.0,3.0,,,,,,,,,,,19.0,1.0,1.0,,13.0,19.0,,,,,,,,,,,,,,,,,,,,,,
kirby-fabien,Kirby Fabien,G,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemar-durant,Lemar Durant,WR,,,,,,,,,,,,,,,,20.0,3.0,3.0,,27.0,41.0,,,,,,,2.0,16.0,,24.0,,,,,,,,,,,,
loucheiz-purifoy,Loucheiz Purifoy,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marco-iannuzzi,Marco Iannuzzi,WR,,,,,,,,,,,,,,,,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,
marquay-mcdaniel,Marquay McDaniel,WR,,,,,,,,,,,,,,,,13.0,2.0,3.0,,2.0,20.0,,,,,,,,,,,,,,,,,,,,,,
matt-bucknor,Matt Bucknor,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micah-johnson,Micah Johnson,DL/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rene-paredes,René Paredes,K,,,,,,,,,,,,,,,,,,,,,,95.0,5.0,4.0,96.0,,369.0,,,,,,,,17.0,,,5.0,5.0,46.0,17.0,3.0,2.0
richie-leone,Richie Leone,K,,,,,,,,1.0,1.0,,19.0,,,,19.0,,,,,,,81.0,6.0,5.0,138.0,,431.0,,,,,,,,9.0,,,2.0,1.0,20.0,7.0,4.0,4.0
rob-maver,Rob Maver,P/K,,,,,,,,,,,,,,,,,,,,,,67.0,5.0,2.0,96.0,1.0,250.0,,,,,,,,1.0,,,,,,,,
ronnie-yell,Ronnie Yell,DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roy-finch,Roy Finch,RB,,,,,,,,,,,,,,,,,,,,,,57.0,4.0,,,,118.0,,,,,,,,,,,,,,,,
ryan-phillips,Ryan Phillips,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shaquille-murray-lawrence,Shaquille Murray-Lawrence,RB,,,,,,,,,,,,,,,,,,,,,,23.0,1.0,,,,23.0,1.0,,,,,,,,,,,,,,,
shawn-gore,Shawn Gore,WR/SB,,,,1.0,1.0,,,,,,,,,,,,3.0,6.0,1.0,6.0,54.0,,,,,,,,,,,,1.0,,6.0,,1.0,,,,,,
simon-charbonneau-campeau,Simon Charbonneau-Campeau,WR,,,,,,,,,,,,,,,,9.0,2.0,3.0,,9.0,13.0,,,,,,,,,,,,,,,,,,,,,,
solomon-elimimian,Solomon Elimimian,LB,,,1.0,5.0,5.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steven-clarke,Steven Clarke,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor-reed,Taylor Reed,LB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tommie-campbell,Tommie Campbell,DB,1.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tory-harrison,Tory Harrison,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,12.0,,,,6.0,1.0,1.0,,,,,,
travis-lulay,Travis Lulay,QB,,,,,,,,1.0,1.0,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ucambre-williams,Ucambre Williams,OL,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
