player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
adam-armour,Adam Armour,FB,3.0,0.9002,18.6108,4.3168,0.0,,,-0.6673,,3.0,,9.0,1064.0,0.7228,505.0,-0.8542,-0.1691,0.0,,15.0,,3.0,2.0998,0.6673,,-0.3403,2.7671,0.7245,0.2727
austin-pack,Austin Pack,GK,0.0,0.0,38.6423,28.522,0.0,17.0,-2.0322,0.0,0.8932,0.0,0.2143,0.0,2027.0,0.7161,627.0,1.5478,0.2469,0.0,50.0,0.0,70.0,0.0,0.0,0.0,19.0322,0.0,0.0,0.7136,0.0
blake-pope,Blake Pope,FB,3.0,2.258,16.9448,1.3985,0.0,,,-0.0686,,3.0,,5.0,328.0,0.7345,177.0,-6.0028,-3.3914,0.0,,2.0,,0.0,0.742,0.0686,,-0.0686,0.8105,0.7684,0.073
brandon-miller,Brandon Miller,GK,0.0,0.0,40.4827,30.3353,0.0,18.0,-0.8774,0.0,0.9535,0.0,0.0909,0.0,1304.0,0.687,508.0,-6.3834,-1.2566,0.0,46.0,0.0,66.0,0.0,0.0,0.0,18.8774,0.0,0.0,0.6996,0.0
brandt-bronico,Brandt Bronico,CM,3.0,0.298,21.5386,5.6605,1.0,,,-0.0416,,4.0,,21.0,3082.0,0.8309,1591.0,23.1463,1.4548,0.0411,,18.0,,6.0,2.702,1.0416,,-0.2083,3.7437,0.8164,0.5089
brunallergene-etou,Brunallergene Etou,FB,0.0,0.0,18.3331,2.8864,1.0,,,0.2555,,1.0,,0.0,533.0,0.8151,238.0,-2.4973,-1.0493,0.6337,,1.0,,1.0,0.0,0.7445,,-0.0403,0.7445,0.8256,0.4718
christian-dean,Christian Dean,CB,0.0,-0.7289,26.2363,12.6233,0.0,,,-0.8325,,0.0,,5.0,1343.0,0.7418,732.0,7.9218,1.0822,0.0,,10.0,,4.0,0.7289,0.8325,,0.0013,1.5614,0.731,0.5182
christian-fuchs,Christian Fuchs,CB,0.0,-0.5903,26.0364,12.9725,2.0,,,1.3724,,2.0,,5.0,1645.0,0.7948,960.0,10.2673,1.0695,0.5802,,6.0,,3.0,0.5903,0.6276,,0.3627,1.2179,0.7841,0.2858
clay-dimick,Clay Dimick,FB,2.0,0.5269,20.2263,6.8238,0.0,,,-0.9263,,2.0,,10.0,1431.0,0.7648,744.0,13.0653,1.7561,0.0,,2.0,,1.0,1.4731,0.9263,,-0.25,2.3994,0.7472,0.6806
dane-kelly,Dane Kelly,ST,3.0,2.0926,16.1162,-2.132,11.0,,,-2.5284,,14.0,,13.0,1717.0,0.7316,313.0,-13.4304,-4.2909,5.1015,,68.0,,32.0,0.9074,13.5284,,-1.3486,14.4358,0.7745,7.1299
distel-zola,Distel Zola,CM,0.0,0.0,22.5963,11.6725,0.0,,,0.0,,0.0,,0.0,67.0,0.5,18.0,-4.0144,-22.3022,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.723,0.0
enzo-martinez,Enzo Martinez,AM,5.0,0.1791,20.363,4.9329,7.0,,,-0.0185,,12.0,,29.0,2116.0,0.7114,849.0,-42.5282,-5.0092,2.8651,,41.0,,19.0,4.8209,7.0185,,0.1684,11.8394,0.7615,2.8
gabriel-obertan,Gabriel Obertan,ST,2.0,1.3235,15.4642,1.4101,5.0,,,1.9375,,7.0,,10.0,882.0,0.8145,399.0,14.3646,3.6001,3.2169,,25.0,,11.0,0.6765,3.0625,,1.4252,3.739,0.7785,1.7322
hugh-roberts,Hugh Roberts,CB,0.0,-0.4916,20.9724,6.5209,1.0,,,-0.2847,,1.0,,3.0,3259.0,0.8915,1189.0,33.9671,2.8568,0.0028,,9.0,,1.0,0.4916,1.2847,,-0.6226,1.7762,0.8629,0.6583
irvin-parra,Irvin Parra,ST,2.0,-0.6041,17.2513,2.4454,11.0,,,1.0655,,13.0,,24.0,2226.0,0.6842,551.0,-4.924,-0.8937,3.7527,,62.0,,25.0,2.6041,9.9345,,1.3005,12.5386,0.6931,4.6074
jake-areman,Jake Areman,FB,4.0,-0.3136,21.462,4.4752,1.0,,,-0.4428,,5.0,,44.0,2627.0,0.7547,1431.0,13.609,0.951,1.0491,,24.0,,6.0,4.3136,1.4428,,0.1378,5.7564,0.7452,0.6523
joel-johnson,Joel Johnson,W,3.0,0.3055,16.7693,2.9341,3.0,,,1.1291,,6.0,,22.0,1657.0,0.7951,732.0,26.4257,3.6101,0.4951,,22.0,,8.0,2.6945,1.8709,,0.6256,4.5654,0.759,0.886
jordan-bender,Jordan Bender,W,0.0,-0.0261,15.6664,0.6531,0.0,,,-0.3408,,0.0,,1.0,420.0,0.723,148.0,-4.0745,-2.753,0.0,,4.0,,2.0,0.0261,0.3408,,0.0034,0.3669,0.7505,0.2873
josé-bizama,José Bizama,FB,0.0,-0.2213,16.1808,2.7978,0.0,,,-0.2706,,0.0,,3.0,486.0,0.8178,269.0,8.3518,3.1047,0.0,,5.0,,0.0,0.2213,0.2706,,-0.2706,0.4919,0.7868,0.0775
kevin-riascos,Kevin Riascos,CB,1.0,0.6725,20.2847,7.429,0.0,,,-3.659,,1.0,,4.0,2770.0,0.7958,1185.0,-4.4349,-0.3743,0.0,,18.0,,5.0,0.3275,3.659,,-0.9999,3.9865,0.7995,2.69
marcelo-palomino,Marcelo Palomino,CM,1.0,-1.8703,20.8968,3.1799,6.0,,,2.7532,,7.0,,33.0,2298.0,0.8075,956.0,11.981,1.2532,3.2567,,27.0,,12.0,2.8703,3.2468,,1.7421,6.1171,0.795,1.7616
noah-paravicini,Noah Paravicini,ST,0.0,-0.2313,14.6583,0.4104,0.0,,,-0.4552,,0.0,,3.0,196.0,0.7778,81.0,3.3378,4.1207,0.0,,3.0,,2.0,0.2313,0.4552,,0.1365,0.6866,0.7366,0.5947
shalom-dutey,Shalom Dutey,CB,0.0,0.0,17.225,16.1,0.0,,,0.0,,0.0,,0.0,17.0,0.6667,3.0,-0.5393,-17.9751,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.8464,0.0
sylvain-marveaux,Sylvain Marveaux,W,5.0,1.8099,18.2711,2.9224,7.0,,,1.6144,,12.0,,29.0,1558.0,0.8355,699.0,27.542,3.9402,1.7546,,29.0,,12.0,3.1901,5.3856,,1.5721,8.5757,0.7961,2.4618
thomas-de-villardi,Thomas de Villardi,FB,1.0,0.4561,18.6894,4.1556,0.0,,,-0.2198,,1.0,,6.0,793.0,0.7766,367.0,12.4843,3.4017,0.0,,5.0,,1.0,0.5439,0.2198,,0.2545,0.7637,0.7425,0.1233
