player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
andre-miller,Andre Miller,WR,,,,,,,1.0,29.0,4.0,,,
arkell-smith,Arkell Smith,WR,,,,,,,0.0,0.0,0.0,,,
cody-fajardo,Cody FAJARDO,QB,,,0.0,0.0,29.0,,,,,0.0,0.0,
daniel-adeboboye,Daniel ADEBOBOYE,RB,,,,,,,0.0,46.0,3.0,0.0,39.0,
dru-brown,Dru BROWN,QB,,,0.0,2.0,316.0,,,,,0.0,1.0,
edm-dst,EDM DST,DST,,,,,,33.0,,,,,,
edm-k,EDM K,K,4.0,91.0,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,2.0,241.0,,,,,0.0,14.0,
eugene-lewis,Eugene LEWIS,WR,,,,,,,1.0,75.0,8.0,,,
javon-leake,Javon LEAKE,RB,,,,,,,0.0,46.0,1.0,0.0,10.0,
justin-hardy,Justin HARDY,WR,,,,,,,0.0,45.0,5.0,0.0,11.0,
justin-rankin,Justin Rankin,RB,,,,,,,1.0,69.0,4.0,1.0,105.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,0.0,14.0,2.0,,,
kalil-pimpleton,Kalil PIMPLETON,WR,,,,,,,0.0,68.0,6.0,,,
kearis-jackson,Kearis Jackson,WR,,,,,,,0.0,9.0,1.0,,,
keelan-white,Keelan WHITE,WR,,,,,,,0.0,47.0,4.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,1.0,24.0,3.0,,,
lewis-ward,Lewis Ward,K,3.0,155.0,,,,,,,,,,
ott-dst,OTT DST,DST,,,,,,39.0,,,,,,1.0
ott-k,OTT K,K,3.0,155.0,,,,,,,,,,
ott-qb,OTT QB,QB,,,0.0,2.0,316.0,,,,,0.0,1.0,
steven-dunbar-jr,Steven Dunbar Jr.,WR,,,,,,,,55.0,6.0,,11.0,
tanner-green,Tanner GREEN,FB/RB,,,,,,,0.0,18.0,1.0,,,
tre-ford,Tre FORD,QB,,,0.0,2.0,212.0,,,,,0.0,14.0,
vincent-blanchard,Vincent Blanchard,K,4.0,91.0,,,,,,,,,,
william-stanback,William STANBACK,RB,,,,,,,0.0,6.0,1.0,0.0,38.0,
zach-mathis,Zach Mathis,WR,,,,,,,0.0,6.0,1.0,,,
