player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
andreas-hårstad,Andreas Hårstad,,1.0,1.0,0.0,8.0,1.0
jan-hess,Jan Hess,,0.0,1.0,1.0,1.0,8.0
justin-hausherr,Justin Hausherr,,0.0,1.0,1.0,1.0,8.0
magnus-ramsfjell,Magnus Ramsfjell,,1.0,1.0,0.0,8.0,1.0
marco-hösli,Marco Hösli,,0.0,1.0,1.0,1.0,8.0
mathias-braenden,Mathias Braenden,,1.0,1.0,0.0,8.0,1.0
michael-mellemseter,Michael Mellemseter,,1.0,1.0,0.0,8.0,1.0
philipp-hösli,Philipp Hösli,,0.0,1.0,1.0,1.0,8.0
simon-gloor,Simon Gloor,,0.0,1.0,1.0,1.0,8.0
wilhelm-naess,Wilhelm Naess,,1.0,1.0,0.0,8.0,1.0
