player_id,player_name,positions,assists,blocks,drops,goals,throwaways,yardsReceived,yardsThrown
alec-wilson-holliday,Alec Wilson Holliday,P,0.0,1.0,1.0,5.0,2.0,298.0,105.0
alexander-wilcox,Alexander Wilcox,P,1.0,1.0,0.0,0.0,1.0,65.0,217.0
allan-laviolette,Allan Laviolette,P,4.0,0.0,0.0,2.0,1.0,-2.0,220.0
anders-juengst,Anders Juengst,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
andrew-vande-berg,Andrew Vande Berg,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ben-price,Ben Price,P,1.0,0.0,0.0,0.0,5.0,131.0,188.0
ben-rogers,Ben Rogers,P,2.0,1.0,0.0,0.0,1.0,118.0,37.0
ben-snell,Ben Snell,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brian-street,Brian Street,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cam-bellando,Cam Bellando,P,1.0,1.0,0.0,0.0,3.0,37.0,16.0
cameron-guidry,Cameron Guidry,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carson-wilder,Carson Wilder,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
christian-belus,Christian Belus,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clint-mcsherry,Clint McSherry,P,3.0,0.0,0.0,2.0,0.0,75.0,89.0
connor-deluna,Connor DeLuna,P,0.0,1.0,0.0,0.0,0.0,108.0,16.0
cooper-williams,Cooper Williams,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daniel-welkener,Daniel Welkener,P,0.0,1.0,0.0,1.0,2.0,171.0,80.0
daniel-winter,Daniel Winter,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
daniel-zhu,Daniel Zhu,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darren-phillips,Darren Phillips,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dillon-bruer,Dillon Bruer,P,0.0,1.0,0.0,1.0,0.0,31.0,-5.0
drew-laird,Drew Laird,P,0.0,0.0,0.0,0.0,1.0,18.0,21.0
drew-swanson,Drew Swanson,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dylan-hawkins,Dylan Hawkins,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
elijah-long,Elijah Long,P,1.0,0.0,0.0,1.0,0.0,82.0,120.0
emmanuel-bilolo,Emmanuel Bilolo,P,3.0,0.0,1.0,0.0,1.0,129.0,217.0
eric-carter,Eric Carter,P,0.0,0.0,0.0,0.0,1.0,-4.0,62.0
ethan-bloodworth,Ethan Bloodworth,P,1.0,0.0,0.0,1.0,0.0,87.0,146.0
grayson-sanner,Grayson Sanner,P,1.0,0.0,0.0,2.0,0.0,126.0,104.0
henry-fisher,Henry Fisher,P,1.0,2.0,1.0,0.0,1.0,148.0,83.0
jack-wooldridge,Jack Wooldridge,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jacob-fairfax,Jacob Fairfax,P,0.0,0.0,0.0,2.0,0.0,264.0,145.0
jake-floyd,Jake Floyd,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jason-hustad,Jason Hustad,P,2.0,1.0,0.0,0.0,7.0,-7.0,605.0
