player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aari-mcdonald,Aari McDonald,G,1.0,,2.0,,1.0,,,3.0,,2.0,1.0,2.0,2.0,16.383333333333333,1.0,3.0,2.0,3.0,2.0,1.0
allie-quigley,Allie Quigley,,4.0,2.0,4.0,,2.0,,,4.0,,,1.0,3.0,3.0,20.983333333333334,,10.0,3.0,4.0,,1.0
azura-stevens-2,Azura Stevens,,,2.0,2.0,,1.0,,0.333,6.0,2.0,1.0,,1.0,,17.4,,-17.0,4.0,2.0,1.0,1.0
candace-parker,Candace Parker,,5.0,,6.0,,1.0,,0.5,6.0,3.0,2.0,0.75,4.0,3.0,30.65,,22.0,9.0,6.0,,4.0
cheyenne-parker-tyus,Cheyenne Parker-Tyus,,1.0,,2.0,0.333,3.0,1.0,0.667,12.0,8.0,2.0,1.0,2.0,2.0,24.95,4.0,-7.0,19.0,6.0,2.0,1.0
courtney-vandersloot,Courtney Vandersloot,,6.0,1.0,5.0,0.333,3.0,1.0,0.4,10.0,4.0,3.0,,,,27.783333333333335,2.0,19.0,9.0,7.0,,4.0
dana-evans,Dana Evans,G,1.0,,,0.25,4.0,1.0,0.167,6.0,1.0,1.0,,,,12.216666666666667,,-11.0,3.0,,,
emma-meesseman,Emma Meesseman,,2.0,2.0,6.0,,2.0,,0.6,10.0,6.0,2.0,1.0,4.0,4.0,29.916666666666668,,15.0,16.0,6.0,2.0,1.0
erica-wheeler,Erica Wheeler,G,5.0,,3.0,0.429,7.0,3.0,0.3,20.0,6.0,3.0,,,,31.666666666666668,,-6.0,15.0,3.0,,3.0
kahleah-copper,Kahleah Copper,W,,,6.0,0.6,5.0,3.0,0.583,12.0,7.0,2.0,1.0,4.0,4.0,30.833333333333332,2.0,14.0,21.0,8.0,,1.0
kia-vaughn,Kia Vaughn,,2.0,2.0,4.0,,,,0.4,5.0,2.0,3.0,,,,23.666666666666668,1.0,5.0,4.0,5.0,1.0,2.0
kristy-wallace,Kristy Wallace,,4.0,,2.0,0.25,4.0,1.0,0.222,9.0,2.0,2.0,,,,29.916666666666668,1.0,-10.0,5.0,3.0,,1.0
megan-walker,Megan Walker,,1.0,,,,1.0,,0.333,3.0,1.0,1.0,,,,10.333333333333334,,9.0,2.0,,,
monique-billings,Monique Billings,F,,,3.0,,,,0.333,6.0,2.0,1.0,1.0,2.0,2.0,10.9,,,6.0,3.0,,2.0
naz-hillmon,Naz Hillmon,F,1.0,1.0,3.0,,,,1.0,1.0,1.0,,,,,6.0,1.0,8.0,2.0,4.0,,
nia-coffey,Nia Coffey,,,1.0,2.0,,1.0,,0.5,4.0,2.0,1.0,0.5,2.0,1.0,14.7,1.0,-20.0,5.0,3.0,,1.0
rebekah-gardner,Rebekah Gardner,,1.0,2.0,1.0,,1.0,,0.429,7.0,3.0,2.0,0.5,4.0,2.0,28.183333333333334,1.0,-8.0,8.0,2.0,1.0,4.0
rhyne-howard,Rhyne Howard,W,,1.0,4.0,0.167,6.0,1.0,0.167,12.0,2.0,3.0,,,,31.483333333333334,,-22.0,5.0,4.0,,1.0
ruthy-hebard,Ruthy Hebard,,,,,,,,,,,1.0,,,,2.033333333333333,,-4.0,,,,
