player_id,player_name,positions,fg_made,pass_td,recv_td
adrian-jefferson,Adrian Jefferson,RB,,1.0,
dion-kuinlan,Dion Kuinlan,DB,1.0,,
evan-lewandowski,Evan Lewandowski,QB,2.0,,
kevin-wade,Kevin Wade,DB,,,1.0
luiz-ferreira,Luiz Ferreira,K,,,3.0
trae-jackson,Trae Jackson,WR,,,1.0
travis-taylor,Travis Taylor,DL,,4.0,
