player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,,,24.0,23.0,,1.0,1.0,2.0,,,25.0,2.0,69.0,205.0
andres-rodriguez,Andres Rodriguez,P,,,2.0,2.0,,,,,,,2.0,,5.0,19.0
antoine-davis,Antoine Davis,P,,,2.0,2.0,,,,,,,2.0,,10.0,-10.0
austin-lillis,Austin Lillis,P,,,3.0,2.0,,,,,1.0,,3.0,1.0,23.0,1.0
ben-jagt,Ben Jagt,P,,3.0,3.0,1.0,,1.0,,,8.0,,2.0,1.0,67.0,2.0
ben-katz,Ben Katz,P,,,5.0,8.0,,,,,,,9.0,1.0,-7.0,58.0
brandon-pastor,Brandon Pastor,P,,,3.0,3.0,,,,,,,3.0,,26.0,-7.0
bretton-tan,Bretton Tan,P,,1.0,1.0,2.0,,,,,,,2.0,,5.0,8.0
charles-weinberg,Charles Weinberg,P,1.0,,40.0,37.0,,1.0,3.0,,,,39.0,2.0,174.0,151.0
dmitry-suvorov,Dmitry Suvorov,P,1.0,,16.0,16.0,,,,,,,16.0,,75.0,39.0
elliott-chartock,Elliott Chartock,P,2.0,,48.0,49.0,,4.0,2.0,1.0,,,52.0,3.0,64.0,351.0
eric-witmer,Eric Witmer,P,,1.0,8.0,7.0,,,,,,,8.0,1.0,43.0,50.0
ethan-fortin,Ethan Fortin,P,,,3.0,3.0,,,,,,,4.0,1.0,-3.0,16.0
ethan-holmgren,Ethan Holmgren,P,,,5.0,5.0,,,,,,,5.0,,7.0,65.0
greg-martin,Greg Martin,P,1.0,,22.0,14.0,,7.0,3.0,,,,15.0,1.0,371.0,47.0
jack-williams,Jack Williams,P,7.0,1.0,43.0,44.0,,,3.0,1.0,,1.0,46.0,2.0,178.0,210.0
james-pollard,James Pollard,P,4.0,1.0,29.0,24.0,,4.0,1.0,4.0,,,27.0,2.0,403.0,279.0
jeff-babbitt,Jeff Babbitt,P,,2.0,46.0,38.0,,9.0,2.0,,,,38.0,,382.0,3.0
john-lithio,John Lithio,P,3.0,,50.0,49.0,,,1.0,1.0,,,50.0,1.0,282.0,278.0
john-randolph,John Randolph,P,,2.0,10.0,7.0,,2.0,1.0,,,,8.0,1.0,122.0,22.0
jordan-rhyne,Jordan Rhyne,P,2.0,2.0,19.0,18.0,1.0,,2.0,1.0,,,20.0,2.0,116.0,153.0
justin-keller,Justin Keller,P,,,14.0,13.0,,,,,,,14.0,1.0,20.0,11.0
kainoa-chun-moy,Kainoa Chun Moy,P,2.0,,19.0,17.0,,1.0,1.0,1.0,,,18.0,1.0,187.0,104.0
marques-brownlee,Marques Brownlee,P,,,2.0,1.0,,,,,7.0,,2.0,1.0,37.0,1.0
matt-labar,Matt LaBar,P,,,1.0,1.0,,,,,,,1.0,,16.0,-10.0
max-trifillis,Max Trifillis,P,,2.0,5.0,5.0,,,,,,,5.0,,10.0,-16.0
mike-campanella,Mike Campanella,P,,1.0,7.0,9.0,,,,,,,9.0,,42.0,26.0
mike-drost,Mike Drost,P,,,2.0,2.0,,,,,,,2.0,,-4.0,-7.0
nate-little,Nate Little,P,,3.0,2.0,2.0,,,,,,,3.0,1.0,27.0,-7.0
oliver-chartock,Oliver Chartock,P,2.0,,24.0,24.0,,1.0,2.0,,,,24.0,,151.0,137.0
oscar-kohut,Oscar Kohut,P,,1.0,,,,,,,,,,,,
paul-owens,Paul Owens,P,,1.0,10.0,11.0,,,,,17.0,,13.0,2.0,-9.0,16.0
ryan-drost,Ryan Drost,P,,1.0,1.0,1.0,,,,,,,1.0,,11.0,7.0
scott-xu,Scott Xu,P,,,2.0,2.0,,,,,4.0,,2.0,,-2.0,32.0
sean-mott,Sean Mott,P,4.0,,35.0,45.0,,2.0,4.0,2.0,,,45.0,,145.0,342.0
solomon-rueschemeyer-bailey,Solomon Rueschemeyer-Bailey,P,3.0,1.0,34.0,46.0,,,3.0,,,,49.0,3.0,35.0,276.0
