player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
alexis-rosario,Alexis Rosario,WR/RB,,,1.0,,
anthony-jacobsen,Anthony Jacobsen,LB,,,,1.0,
bryce-holliday,Bryce Holliday,QB,,,,1.0,
kye-black,Kye Black,LB,,1.0,2.0,,
landon-freeman,Landon Freeman,RB,,,,,2.0
lorenzo-brown,Lorenzo Brown,QB,,1.0,,,1.0
prince-shonola,Prince Shonola,WR,2.0,,,,
