player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
brandon-tolbert,Brandon Tolbert,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
brent-reis,Brent Reis,K,,,,,,,,0.0,0.0,0.0,0.0,,,,,1.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cedric-thomas,Cedric Thomas,DB,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
darius-prince,DARIUS PRINCE,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,0.0,0.0,1.0,151.0,6.0,,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,,
darryl-overstreet-jr,Darryl Overstreet Jr.,QB,,594.0,,,,,,,,,,,,0.0,,,,,,,,,32.0,19.0,0.0,15.0,0.0,127.0,0.0,5.0,278.0,0.0,,,,,,,,,6.0,0.0,0.0,4.0,0.0,4.0,22.0,,
dezmon-epps,Dezmon Epps,WR,,,,,,,,,,,,,,,3.0,,,,,18.0,0.0,56.0,,,,,,,,,,,10.0,0.0,0.0,0.0,2.0,77.0,8.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,4.0,,
donavan-thurman,Donavan Thurman,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
ekiumeni-atuatasi,Ekiumeni Atuatasi,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
henry-nell,Henry Nell,K,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,3.0,5.0,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
jalen-phelps,Jalen Phelps,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
