player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
amir-johnson,Amir Johnson,P,3.0,0.0,0.0,2.0,1.0,8.0,1.0
david-hawkins,David Hawkins,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
earl-clark,Earl Clark,P,6.0,2.0,0.0,3.0,0.0,3.0,0.0
isaiah-briscoe,Isaiah Briscoe,P,6.0,5.0,0.0,0.0,1.0,4.0,1.0
jamario-moon,Jamario Moon,P,3.0,0.0,0.0,1.0,0.0,3.0,0.0
james-white,James White,P,1.0,0.0,0.0,1.0,0.0,3.0,0.0
jannero-pargo,Jannero Pargo,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jeremy-pargo,Jeremy Pargo,P,12.0,3.0,2.0,2.0,0.0,3.0,0.0
joe-johnson,Joe Johnson,P,3.0,1.0,0.0,6.0,0.0,6.0,1.0
larry-sanders,Larry Sanders,P,2.0,0.0,0.0,1.0,1.0,7.0,1.0
