player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
aileen-geving,Aileen Geving,,1.0,1.0,0.0,10.0,7.0
cory-thiesse,Cory Thiesse,,1.0,1.0,0.0,10.0,7.0
emma-miskew,Emma Miskew,,0.0,1.0,1.0,7.0,10.0
rachel-brown,Rachel Brown,,0.0,1.0,1.0,7.0,10.0
rachel-homan,Rachel Homan,,0.0,1.0,1.0,7.0,10.0
sarah-wilkes,Sarah Wilkes,,0.0,1.0,1.0,7.0,10.0
tabitha-peterson,Tabitha Peterson,,1.0,1.0,0.0,10.0,7.0
tara-peterson,Tara Peterson,,1.0,1.0,0.0,10.0,7.0
taylor-anderson,Taylor Anderson,,1.0,1.0,0.0,10.0,7.0
tracy-fleury,Tracy Fleury,,0.0,1.0,1.0,7.0,10.0
