player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
haitao-wang,Haitao Wang,,0.0,1.0,1.0,3.0,12.0
jianxin-chen,Jianxin Chen,,0.0,1.0,1.0,3.0,12.0
kristina-ulander,Kristina Ulander,,1.0,1.0,0.0,12.0,3.0
marcus-holm,Marcus Holm,,1.0,1.0,0.0,12.0,3.0
mingliang-zhang,Mingliang Zhang,,0.0,1.0,1.0,3.0,12.0
nana-li,Nana Li,,0.0,1.0,1.0,3.0,12.0
qiang-zhang,Qiang Zhang,,0.0,1.0,1.0,3.0,12.0
ronny-persson,Ronny Persson,,1.0,1.0,0.0,12.0,3.0
sabina-johansson,Sabina Johansson,,1.0,1.0,0.0,12.0,3.0
viljo-petersson-dahl,Viljo Petersson-Dahl,,1.0,1.0,0.0,12.0,3.0
