player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
becker-mathie,Becker Mathie,P,,,12.0,9.0,,2.0,1.0,,,,11.0,2.0,89.0,68.0
brandon-matis,Brandon Matis,P,1.0,1.0,4.0,2.0,,1.0,1.0,,,,3.0,1.0,144.0,9.0
bryan-vohnoutka,Bryan Vohnoutka,P,,,7.0,6.0,,1.0,1.0,,,,6.0,,123.0,60.0
cameron-lacy,Cameron Lacy,P,,3.0,4.0,4.0,,,,,10.0,,6.0,2.0,22.0,28.0
chris-ellis,Chris Ellis,P,1.0,,,,,,,,1.0,,,,,
colin-berry,Colin Berry,P,2.0,1.0,14.0,11.0,,1.0,,2.0,,,13.0,2.0,210.0,162.0
david-innis,David Innis,P,1.0,,,,,,,1.0,,,,2.0,,
dylan-declerck,Dylan DeClerck,P,2.0,3.0,7.0,9.0,,,,,,,9.0,,69.0,38.0
dylan-hall,Dylan Hall,P,,,,,,1.0,,,,,,,,
jake-kenniv,Jake Kenniv,P,,,,,1.0,2.0,2.0,,,1.0,,,,
james-kittlesen,James Kittlesen,P,,1.0,3.0,3.0,1.0,1.0,1.0,,,,3.0,,52.0,11.0
jason-tschida,Jason Tschida,P,,1.0,3.0,10.0,,,2.0,,,,10.0,,17.0,81.0
joe-simonelli,Joe Simonelli,P,,,,,,,1.0,,,,,,,
joel-willison,Joel Willison,P,,,7.0,5.0,,1.0,1.0,,1.0,,6.0,1.0,100.0,-3.0
joseph-cubitt,Joseph Cubitt,P,,,,,,1.0,,,,,,,,
josh-klane,Josh Klane,P,5.0,,29.0,31.0,,,3.0,3.0,1.0,,34.0,3.0,228.0,366.0
justin-wollin,Justin Wollin,P,,,,,,,1.0,,1.0,,,,,
marco-dregni,Marco Dregni,P,,,5.0,4.0,,2.0,1.0,,,,4.0,,29.0,-12.0
marty-adams,Marty Adams,P,,1.0,12.0,10.0,,2.0,,,,,11.0,1.0,72.0,55.0
matt-gubernick,Matt Gubernick,P,,,,,,2.0,,,,,,,,
michael-jordan,Michael Jordan,P,1.0,,6.0,5.0,,,1.0,1.0,,,6.0,1.0,135.0,93.0
mickey-walsh,Mickey Walsh,P,1.0,,5.0,4.0,,2.0,1.0,1.0,,,4.0,,102.0,16.0
nathan-ploeger,Nathan Ploeger,P,,,,,,,,,,,,2.0,,
nicholas-betsch,Nicholas Betsch,P,,1.0,,,1.0,,,,,,,,,
noah-hanson,Noah Hanson,P,3.0,,9.0,8.0,,1.0,,1.0,,,8.0,,70.0,101.0
paul-krenik,Paul Krenik,P,,4.0,10.0,9.0,,2.0,1.0,,,,9.0,,96.0,48.0
rees-mcdevitt,Rees McDevitt,P,1.0,,,,,,,,,,,,,
riley-ulmer,Riley Ulmer,P,1.0,,5.0,5.0,,,,,,,5.0,,44.0,52.0
robbie-davenport,Robbie Davenport,P,,1.0,,,,,1.0,,,,,3.0,,
sam-berglund,Sam Berglund,P,3.0,2.0,10.0,14.0,,,,1.0,11.0,,16.0,2.0,-37.0,153.0
sebastian-brauer,Sebastian Brauer,P,1.0,,6.0,6.0,,1.0,1.0,1.0,2.0,,9.0,2.0,12.0,116.0
tanner-barcus,Tanner Barcus,P,,,7.0,6.0,,2.0,,,,,6.0,,73.0,38.0
terry-gaither,Terry Gaither,P,,2.0,,,,,,,,,,,,
william-brandt,William Brandt,P,3.0,1.0,20.0,20.0,,3.0,1.0,2.0,,,24.0,4.0,186.0,246.0
