player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,forced_fumbles,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
andre-sale,Andre Sale,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,2.0,0.0,,
arnell-anderson,Arnell Anderson,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
away-jefferson,Away Jefferson,DB,,,,,,,,,,,,,,,,1.0,,,,,,,29.0,29.0,0.0,29.0,,,,,,,12.0,15.0,1.0,24.0,2.0,,,,,,,,,,,
blake-erickson,Blake Erickson,K,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,1.0,0.0,,
brandon-munoz,Brandon Munoz,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
brandon-unangst-refused-to-report,Brandon Unangst (Refused to Report),OL,,,,1.0,31.0,1.0,,,,,,,,,,,11.0,39.6,0.0,0.0,436.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0
brian-price,Brian Price,LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
byron-cooper,Byron Cooper,LB,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,32.0,26.0,,50.0,3.0,218.0,1.0,1.0,0.0,1.0,1.0,1.5,8.0,10.0,0.0,15.0,,,,,,
cj-cain,CJ Cain,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,0.0,13.0,1.0,2.0,2.0,1.0,0.0,2.0,,,,,,
chase-contreraz,Chase Contreraz,K,3.0,1.0,1.0,,,,,,,,,50.0,50.0,50.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,8.0,,,,
damion-barber,Damion Barber,DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,
david-brown-jr,David Brown Jr.,,4.0,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,,,,
demario-mays,Demario Mays,DB,,,,,,,,,,,,,,,,1.0,,,,,,,19.0,19.0,0.0,19.0,,,,,,,9.3,20.0,0.0,56.0,6.0,0.0,7.0,7.0,1.0,0.0,,,,,,
dontae-mason,Dontae Mason,DB,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,4.0,,,,
droell-greene,Droell Greene,DB/WR/DB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9.0,6.0,,29.0,3.0,94.0,,,,,,7.0,7.0,1.0,0.0,7.0,,,,,,
fred-hardgrove,Fred Hardgrove,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,16.0,1.0,35.0,3.0,,,,,,,,,,,
grant-russell-injured-reserve,Grant Russell (Injured Reserve),QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,50.0,1.0,74.0,7.0,7.0,8.0,2.0,0.0,14.0,,,,,,
isaiah-lewis,Isaiah Lewis,DB/DL,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,0.5,0.0,,
jayvon-johnson,Jayvon Johnson,LB,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,
joseph-taylor,Joseph Taylor,QB,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1.0,1.0,,14.0,1.0,14.0,,,,,,13.5,19.0,2.0,1.0,27.0,,,,,,
justin-gilbert,Justin Gilbert,DB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,,,,
kimo-naehu,Kimo Naehu,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
kyle-griswould,Kyle Griswould,DB,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,7.0,7.0,,,,
ladarius-galloway,LaDarius Galloway,RB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,29.0,2.0,43.0,2.0,,,,,,1.0,1.0,,,,
luiz-ferreira,Luiz Ferreira,K,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.7,10.0,1.0,34.0,6.0,3.0,4.0,2.0,1.0,6.0,,,,,,
mike-green,Mike Green,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,5.0,,,,
robi-stuart,Robi Stuart,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
rysan-richardson,Rysan Richardson,K,,,,,,,,,,,,,,,,3.0,,,,,,,26.0,41.0,0.0,78.0,,,,,,,14.0,25.0,1.0,28.0,2.0,4.6,27.0,13.0,3.0,60.0,,,,,,
steven-newbold,Steven Newbold,,,,,1.0,0.0,0.0,,,,,,,,,,,3.0,43.2,0.0,0.0,259.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0
terrance-tolbert-mcintyre,Terrance Tolbert-Mcintyre,WR,0.0,,,,,,,,,,,,,,,1.0,,,,,,,14.0,14.0,0.0,14.0,,,,,,,15.0,15.0,0.0,15.0,1.0,,,,,,2.0,2.0,,,,
terrence-jackson-jr,Terrence Jackson Jr,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
tyre-williams,Tyre Williams,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,2.0,0.0,,
