player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
ac-leonard,A.C. Leonard,DL/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abdul-kanneh,Abdul Kanneh,DB,,,1.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alden-darby,Alden Darby,LB/DB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anthony-gosselin,Anthony GOSSELIN,RB/FB,,,,,,,,,,,,,,,,3.0,2.0,2.0,,,4.0,,,,,,,,,,1.0,,2.0,,,,,,,,
armanti-edwards,Armanti Edwards,WR,,,,,,,,,,,,,,,,27.0,6.0,10.0,,14.0,77.0,,,,,,,,,,,,,,,,,,,,
avery-ellis,Avery Ellis,DL/DE/DB,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avery-williams,Avery Williams,LB,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandon-burks,Brandon Burks,RB,,,,,,,,,,,,,,,,18.0,2.0,4.0,,28.0,28.0,,,,,,5.0,34.0,,48.0,,,,,,,,,,,
cameron-walker,Cameron Walker,DL/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cleyon-laing,Cleyon Laing,DL/DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
corey-tindal,Corey Tindal,DB,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
danny-collins,Danny Collins,QB,,,,,,,,10.0,5.0,,16.0,1.0,1.0,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,
declan-cross,Declan Cross,RB/FB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
devin-butler,Devin Butler,DB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dominique-davis,Dominique Davis,QB,,,,,,,,23.0,16.0,,44.0,2.0,1.0,1.0,220.0,,,,,,,,,,,,4.0,9.0,,19.0,,,,,,,,,,,
dominique-rhymes,Dominique RHYMES,WR,,,,,,,,,,,,,,,,44.0,6.0,10.0,,41.0,101.0,,,,,,,,,,,,,,,,,,,,
drew-brown,Drew Brown,K,,,,,,,,,,,,,,,,,,,,,,66.0,2.0,2.0,51.0,125.0,,,,,,,9.0,,,3.0,3.0,45.0,9.0,,
