player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-mcnichols,Adam McNichols,P,2.0,,,11.0,7.0,,1.0,,1.0,,10.0,3.0,188.0,28.0
alex-atkins,Alex Atkins,P,3.0,3.0,,45.0,49.0,,1.0,3.0,1.0,2.0,54.0,3.0,204.0,268.0
alex-tatum,Alex Tatum,P,3.0,1.0,,26.0,27.0,,,1.0,2.0,,29.0,1.0,145.0,149.0
amir-kaghazwala,Amir Kaghazwala,P,1.0,,,9.0,12.0,,,,,,12.0,1.0,76.0,35.0
antonio-rueda,Antonio Rueda,P,,,,13.0,15.0,,,1.0,,,14.0,,60.0,57.0
atkin-arnstein,Atkin Arnstein,P,,2.0,,2.0,1.0,,,0.0,,,2.0,,5.0,12.0
avi-taylor,Avi Taylor,P,,,,2.0,2.0,,,,,,2.0,,13.0,4.0
ben-thoennes,Ben Thoennes,P,,2.0,,8.0,8.0,,,2.0,,3.0,10.0,2.0,84.0,65.0
brian-stout,Brian Stout,P,,,,16.0,14.0,,2.0,,,,14.0,,278.0,44.0
caeden-newby,Caeden Newby,P,,,,4.0,3.0,,1.0,,,,3.0,,31.0,16.0
cole-eustis,Cole Eustis,P,1.0,1.0,,11.0,13.0,,,1.0,,2.0,13.0,,81.0,115.0
conner-stillwell,Conner Stillwell,P,1.0,1.0,,25.0,20.0,,1.0,4.0,1.0,,24.0,3.0,203.0,158.0
connor-olson,Connor Olson,P,,,,21.0,22.0,,1.0,0.0,,,24.0,2.0,66.0,55.0
conor-tabor,Conor Tabor,P,1.0,0.0,,19.0,19.0,,,,,,20.0,,-22.0,221.0
felix-pronove,Felix Pronove,P,,0.0,,14.0,10.0,,,,1.0,,12.0,,3.0,72.0
genichi-nakano,Genichi Nakano,P,1.0,2.0,,7.0,8.0,,1.0,,,,8.0,,109.0,59.0
ian-lawson,Ian Lawson,P,,1.0,,4.0,4.0,,,1.0,,,4.0,,47.0,8.0
ian-sweeney,Ian Sweeney,P,1.0,,,24.0,27.0,,,,2.0,11.0,30.0,3.0,33.0,270.0
jake-johnson,Jake Johnson,P,4.0,2.0,,50.0,56.0,,,2.0,2.0,,60.0,4.0,147.0,497.0
jay-froude,Jay Froude,P,1.0,2.0,,15.0,15.0,,0.0,0.0,2.0,,16.0,,158.0,8.0
jon-snyder,Jon Snyder,P,1.0,,,43.0,51.0,,1.0,2.0,,,54.0,3.0,51.0,232.0
jonathan-lee,Jonathan Lee,P,1.0,,,15.0,14.0,,,2.0,1.0,,17.0,2.0,3.0,99.0
justin-abel,Justin Abel,P,,1.0,,9.0,12.0,,0.0,,,8.0,12.0,0.0,7.0,154.0
kai-marshall,Kai Marshall,P,,1.0,,9.0,6.0,,,,,,7.0,1.0,80.0,-24.0
matt-jackson,Matt Jackson,P,0.0,,,17.0,15.0,,1.0,1.0,1.0,,16.0,,79.0,96.0
nate-knutson,Nate Knutson,P,,,,2.0,,,2.0,,,,,,49.0,
nicholas-snuszka,Nicholas Snuszka,P,,0.0,,6.0,5.0,,0.0,,,,6.0,,81.0,40.0
noah-coolman,Noah Coolman,P,2.0,,,8.0,8.0,,,1.0,1.0,,9.0,,122.0,37.0
quinn-buermeyer,Quinn Buermeyer,P,,,,28.0,24.0,1.0,4.0,1.0,1.0,,25.0,1.0,208.0,134.0
quinn-finer,Quinn Finer,P,3.0,,,34.0,28.0,,5.0,3.0,1.0,,29.0,0.0,200.0,204.0
rodrigo-gould-rodriguez,Rodrigo Gould Rodriguez,P,0.0,,,5.0,4.0,,1.0,1.0,,,4.0,,55.0,19.0
ryan-wolfe,Ryan Wolfe,P,2.0,,,4.0,3.0,,1.0,,1.0,1.0,3.0,,47.0,35.0
sam-goldstein,Sam Goldstein,P,,,,14.0,20.0,,0.0,0.0,,,20.0,,-5.0,124.0
sandford-brown,Sandford Brown,P,1.0,2.0,1.0,9.0,15.0,,0.0,,1.0,,16.0,1.0,44.0,81.0
scott-radlauer,Scott Radlauer,P,1.0,1.0,,25.0,22.0,,2.0,,,,23.0,1.0,223.0,78.0
seth-faris,Seth Faris,P,,,,10.0,7.0,,3.0,1.0,1.0,9.0,7.0,,221.0,-32.0
theodore-watkins,Theodore Watkins,P,,0.0,,8.0,9.0,,,1.0,,,9.0,0.0,-2.0,71.0
thomas-brewster,Thomas Brewster,P,1.0,1.0,,6.0,6.0,,1.0,1.0,,,6.0,1.0,66.0,-8.0
tyler-nguyen,Tyler Nguyen,P,0.0,1.0,,1.0,0.0,,1.0,,,,5.0,,40.0,0.0
