player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ai-ross,AI Ross,,7.0,0.0,0.0,6.0,4.0,0.0,,,,,,,,1.0
bkg-mendis,BKG Mendis,,46.0,4.0,0.0,2.0,87.0,8.0,,,,,,,,1.0
babar-azam,Babar Azam,,24.0,7.0,0.0,2.0,41.0,0.0,,,,,,,1.0,1.0
c-karunaratne,C Karunaratne,,7.0,1.0,1.0,6.0,20.0,2.0,24.0,0.0,0.0,55.0,1.0,0.0,,1.0
d-lakshan,D Lakshan,,15.0,2.0,0.0,5.0,18.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0
dm-de-silva,DM de Silva,,7.0,2.0,1.0,5.0,15.0,0.0,18.0,0.0,0.0,25.0,1.0,0.0,,1.0
h-kerr,H Kerr,,2.0,0.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,27.0,1.0,0.0,1.0,1.0
hasan-ali,Hasan Ali,,2.0,1.0,1.0,8.0,6.0,0.0,24.0,0.0,0.0,38.0,0.0,1.0,,1.0
jdf-vandersay,JDF Vandersay,,,,,,,,24.0,0.0,0.0,33.0,0.0,1.0,,1.0
m-pathirana,M Pathirana,,,,,,,,24.0,0.0,0.0,31.0,3.0,3.0,,1.0
mdkj-perera,MDKJ Perera,,3.0,0.0,0.0,4.0,2.0,0.0,,,,,,,,1.0
mnk-fernando,MNK Fernando,,39.0,4.0,1.0,4.0,56.0,4.0,,,,,,,,1.0
mohammad-nawaz-3,Mohammad Nawaz (3),,,,,,,,18.0,0.0,0.0,37.0,0.0,0.0,,1.0
n-dickwella,N Dickwella,,8.0,3.0,0.0,1.0,16.0,0.0,,,,,,,,1.0
naseem-shah,Naseem Shah,,,,,,,,24.0,0.0,0.0,21.0,2.0,0.0,,1.0
noor-ahmad,Noor Ahmad,,,,,,,,24.0,0.0,0.0,34.0,2.0,1.0,,1.0
p-jayawickrama,P Jayawickrama,,,,,,,,12.0,0.0,0.0,16.0,0.0,0.0,,1.0
p-nissanka,P Nissanka,,28.0,1.0,0.0,3.0,22.0,1.0,,,,,,,,1.0
pm-liyanagamage,PM Liyanagamage,,,,,,,,18.0,0.0,1.0,36.0,0.0,0.0,,1.0
s-samarawickrama,S Samarawickrama,,35.0,7.0,0.0,3.0,59.0,1.0,,,,,,,1.0,1.0
wia-fernando,WIA Fernando,,18.0,1.0,0.0,1.0,12.0,1.0,,,,,,,,1.0
