player_id,player_name,positions,interceptions,interceptions_lost,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
carlton-brown,Carlton Brown,RB,,,,,0.0,22.0,4.0,4.0,18.0
dalton-cole,Dalton Cole,QB,2.0,2.0,4.0,188.0,,,,4.0,104.0
jordon-gandy,Jordon Gandy,WR,,,,,0.0,44.0,6.0,,
kris-lewis,Kris Lewis,WR,,,,,4.0,62.0,6.0,,
marquis-sampson,Marquis Sampson,WR,,,,,,,,,-3.0
maurice-ashley,Maurice Ashley,WR,,,,,0.0,46.0,10.0,,
nashville-qb,NASHVILLE QB,QB,,,2.0,154.0,,,,,
oregon-qb,OREGON QB,QB,,2.0,2.0,94.0,,,,2.0,52.0
richy-anderson,Richy Anderson,WR,,,,,,20.0,5.0,,
