player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
aaron-grymes,Aaron Grymes,DB,1.0,35.0,,3.0,3.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alex-taylor,Alex Taylor,OT/RB/DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bj-cunningham,B.J. Cunningham,WR,,,,,,,,,,,,,,,,18.0,2.0,4.0,,9.0,32.0,,,,,,1.0,15.0,,15.0,,,,,,,,,,,
bo-banner,Bo Banner,DE/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boris-bede,Boris Bede,K,,,,,,,,,,,,,,,,,,,,,,80.0,2.0,2.0,47.0,157.0,,,,,,,7.0,,,2.0,2.0,52.0,7.0,1.0,1.0
branden-dozier,Branden Dozier,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cj-gable,C.J. Gable,RB,,,,,,,,,,,,,,,,,2.0,3.0,1.0,15.0,22.0,,,,,,15.0,10.0,,69.0,,1.0,6.0,,1.0,,,,,,
calvin-mccarty,Calvin McCarty,RB,,,,,,,,,,,,,,,,7.0,1.0,1.0,,7.0,7.0,,,,,,,,,,,,,,,,,,,,
chip-cox,Chip Cox,LB,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-ackie,Chris Ackie,DB/LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-edwards,Chris Edwards,DB/LB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chris-harper,Chris Harper,WR,,,,,,,,,,,,,,,,17.0,1.0,3.0,,3.0,17.0,,,,,,,,,,,,,,,,,,,,
christophe-mulumba-tshimanga,Christophe Mulumba-Tshimanga,LB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dhaquille-williams,D\'haquille Williams,WR,,,,,,,,,,,,,,,,,4.0,7.0,2.0,55.0,116.0,,,,,,,,,,,2.0,12.0,,2.0,,,,,,
derel-walker,Derel Walker,WR,,,,,,,,,,,,,,,,,4.0,6.0,1.0,21.0,77.0,,,,,,,,,,,1.0,6.0,,1.0,,,,,,
dominique-ellis,Dominique Ellis,DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ernest-jackson,Ernest Jackson,WR,,,,,,,,,,,,,,,,10.0,2.0,7.0,,,13.0,,,,,,,,,,1.0,,2.0,,,,,,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,,,,,,,,,23.0,3.0,4.0,,28.0,54.0,,,,,,,,,,,,,,,,,,,,
fabion-foote,Fabion Foote,DL/DB,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
