player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
carter-bell,Carter Bell,WR,,,,,,,,,0.0,11.0,2.0,,,
chandler-rogers,Chandler Rogers,QB,,,0.0,,,0.0,8.0,,,,,,,
chris-rowland,Chris Rowland,WR,,,,,,,,,1.0,113.0,9.0,,,
elijhah-badger,Elijhah Badger,WR,,,,,,,,,0.0,22.0,2.0,,,
ian-wheeler,Ian Wheeler,RB,,,,,,,,,0.0,2.0,1.0,0.0,-1.0,
isaiah-winstead,Isaiah Winstead,WR,,,,,,,,,0.0,114.0,7.0,,,
jack-plummer,Jack Plummer,QB,,,0.0,,,3.0,250.0,,,,,0.0,17.0,
jashaun-corbin,Jashaun Corbin,RB,,,,,,,,,1.0,21.0,4.0,0.0,25.0,
jerome-kapp,Jerome Kapp,WR,,,,,,,,,0.0,4.0,1.0,,,
kj-hamler,KJ Hamler,WR,,,,,,,,,1.0,74.0,3.0,0.0,-4.0,
kaden-prather,Kaden Prather,WR,,,,,,,,,0.0,39.0,1.0,,,
konner-fox,Konner Fox,TE,,,,,,,,,0.0,0.0,0.0,,,
louisville-kings-dst,LOUISVILLE KINGS DST,K/DST,3.0,78.0,,0.0,,,,29.0,,,,,,3.0
louisville-kings-qb,LOUISVILLE KINGS QB,QB,,,0.0,,,3.0,360.0,,,,,0.0,14.0,
lucky-jackson,Lucky Jackson,WR,,,,,,,26.0,,1.0,78.0,6.0,,,
matt-corral,Matt Corral,QB,,,2.0,,,2.0,252.0,,,,,0.0,-1.0,
michael-lantz,Michael Lantz,K,3.0,84.0,,,1.0,,,,,,,,,
mike-diliello,Mike DiLiello,QB,,,,,,,,,,,,0.0,-1.0,
orlando-storm-dst,ORLANDO STORM DST,DST,,,,0.0,,,,27.0,,,,,,1.0
orlando-storm-k,ORLANDO STORM K,K,3.0,84.0,,,1.0,,,,,,,,,
orlando-storm-qb,ORLANDO STORM QB,QB,,,0.0,,,3.0,250.0,,,,,0.0,17.0,
sam-wiglusz,Sam Wiglusz,WR,,,,,,,,,0.0,16.0,2.0,,,
shawn-bowman,Shawn Bowman,TE,,,,,,,,,0.0,0.0,0.0,,,
tanner-brown,Tanner Brown,K,3.0,78.0,,,,,,,,,,,,
tre-stewart,Tre Stewart,RB,,,,,,,,,,,,0.0,35.0,
tre-mckitty,Tre\' McKitty,TE,,,,,,,,,0.0,44.0,2.0,,,
zach-davidson,Zach Davidson,TE,,,,,,,,,2.0,79.0,4.0,,,
