player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
aedan-johnson,AEDAN JOHNSON,K,,,,,,,,1.0,24.0,1.0,1.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
antonio-simley,Antonio Simley,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
carlos-thompson-jr,Carlos Thompson Jr.,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
charles-hall-iv,Charles Hall IV,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
charles-reid,Charles Reid,DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
chei-hill,Chei Hill,DL,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
delvon-randall,Delvon Randall,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,31.0,0.0,31.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,7.0
derrick-jones,Derrick Jones,CB/DB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
derrick-maxwell-jr,Derrick Maxwell Jr,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
desmond-maxwell,Desmond  Maxwell,FB/LB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,3.0,0.0,1.0,3.0,,
ezrah-thibodeaux,Ezrah Thibodeaux,,1.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0
javonte-johnson,JaVonte Johnson,QB,,400.0,,,,,,,,,,,,1.0,,,,,,,,,15.0,6.0,14.0,8.0,0.0,43.0,0.0,1.0,49.0,0.0,,,,,,,,,1.0,4.0,0.0,3.0,1.0,1.0,4.0,,
jaquan-artis,Jaquan Artis,DL/LB,1.0,,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
jordan-gandy,Jordan Gandy,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,0.0,0.0,0.0,41.0,4.0,,,,,,,,,,
kendyl-williams,Kendyl Williams,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,1.0,,,,,8.0,0.0,8.0,,,,,,,,,,,10.0,27.0,0.0,0.0,3.0,82.0,8.0,0.0,,,,,,,,0.0,1.0
keontay-shorter,Keontay Shorter,,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
kyle-kaplan,Kyle Kaplan,K,,,,,,,,1.0,24.0,1.0,1.0,,,,,2.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malik-honeycutt,Malik Honeycutt,WR,,,,,,,,,,,,,,,2.0,,,,,24.0,0.0,49.0,,,,,,,,,,,12.0,21.0,0.0,0.0,1.0,104.0,9.0,0.0,,,,,,,,,
marcus-sessoms,Marcus Sessoms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,
omari-alexander,Omari Alexander,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
phoenix-sproles,Phoenix Sproles,WR,,,,,,,,,,,,,,,2.0,,,,,7.0,0.0,14.0,,,,,,,,,,,11.0,16.0,0.0,0.0,0.0,43.0,4.0,0.0,-3.0,0.0,0.0,1.0,0.0,0.0,-3.0,,
robert-fuentes,Robert Fuentes,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
roderick-perry-ii,Roderick Perry II,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
shannon-brooks,Shannon Brooks,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,47.0,0.0,10.0,0.0,1.0,99.0,,
