player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
ainna-hamizah-hashim,Ainna Hamizah Hashim,,63.0,5.0,1.0,1.0,50.0,0.0,20.0,0.0,0.0,22.0,2.0,2.0,,1.0
aisya-eleesa,Aisya Eleesa,,,,,,,,12.0,0.0,0.0,9.0,0.0,0.0,,1.0
i-barma,I Barma,,21.0,3.0,1.0,5.0,27.0,0.0,6.0,0.0,0.0,5.0,0.0,1.0,,1.0
k-kunwar,K Kunwar,,1.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,1.0,5.0,1.0,2.0,1.0,1.0
kabita-joshi,Kabita Joshi,,,,,,,,24.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0
mahirah-izzati-ismail,Mahirah Izzati Ismail,,12.0,0.0,0.0,5.0,8.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,,1.0
mas-elysa,Mas Elysa,,11.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,1.0
nur-alya-batrisyia,Nur Alya Batrisyia,,,,,,,,12.0,0.0,0.0,12.0,1.0,0.0,,1.0
nur-arianna-natsya,Nur Arianna Natsya,,4.0,0.0,1.0,6.0,0.0,0.0,,,,,,,,1.0
nur-dania-syuhada,Nur Dania Syuhada,,3.0,0.0,0.0,2.0,0.0,0.0,24.0,0.0,0.0,18.0,1.0,1.0,,1.0
puja-mahato,Puja Mahato,,39.0,4.0,0.0,3.0,39.0,0.0,12.0,0.0,0.0,8.0,0.0,1.0,,1.0
r-chaudhary,R Chaudhary,,,,,,,,24.0,0.0,0.0,14.0,0.0,0.0,,1.0
r-poddar,R Poddar,,25.0,1.0,0.0,4.0,15.0,0.0,,,,,,,,1.0
rc-belbashi,RC Belbashi,,11.0,0.0,1.0,6.0,8.0,0.0,,,,,,,,1.0
riya-sharma,Riya Sharma,,,,,,,,18.0,0.0,0.0,20.0,0.0,0.0,,1.0
s-bist,S Bist,,,,,,,,24.0,0.0,0.0,18.0,2.0,2.0,,1.0
samjhana-khadka,Samjhana Khadka,,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,1.0
wa-duraisingam,WA Duraisingam,,29.0,1.0,0.0,3.0,15.0,0.0,18.0,0.0,0.0,16.0,0.0,1.0,,1.0
