player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
adrien-robinson,Adrien Robinson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,1.0,,,,,1.0,
alex-barrett,Alex Barrett,DE/DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
andrew-jackson,Andrew Jackson,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,1.0,,,,,,,,,,,,,,,,,,13.0,,
andrew-stelter,Andrew Stelter,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
anthony-johnson-jr,Anthony Johnson Jr.,DL/S/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
arnold-tarpley,Arnold Tarpley,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
austin-macginnis-2,Austin MacGinnis,,,,0.0,0.0,1.0,3.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
badie-sherman,"Badie, Sherman",WR/RB,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,0.0,,,,,,,,0.0,15.0,1.0,6.0,0.0,12.0,,2.0,
ben-johnson,Ben Johnson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,2.0,,,,,3.0,
brady-latarius,"Brady, Latarius",DL/DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
brian-brown,Brian Brown,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3.0,
channing-stribling,Channing Stribling,CB/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
charles-james,Charles James,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
colton-jumper,Colton Jumper,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
corey-vereen,Corey Vereen,DB,0.0,,,,,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
cutrer-jeremy,"Cutrer, Jeremy",DB,3.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
damarius-travis,Damarius Travis,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
daniel-brunskill-2,Daniel Brunskill,DB,0.0,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
demarquis-gates,DeMarquis Gates,LB/DB,4.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
donny-hageman,Donny Hageman,,,,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
dontez-byrd,Dontez Byrd,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,2.0,,,,,3.0,
dontez-ford,Dontez Ford,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,71.0,3.0,,,,,6.0,
eric-pinkins,Eric Pinkins,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
francis-owusu,Francis Owusu,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
frank-ginda,Frank Ginda,LB/OLB/DB,8.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,7.0,,
gause-quentin,"Gause, Quentin",LB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
gavin-escobar,Gavin Escobar,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,26.0,4.0,,,,,4.0,
gelen-robinson,Gelen Robinson,DL/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,4.0,,
greg-gilmore,Greg Gilmore,DB,1.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
horn-reece,"Horn, Reece",WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.0,4.0,,,,,4.0,
howard-alton,"Howard, Alton",WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,39.0,3.0,,,,,5.0,
jaquan-gardner,Ja'Quan Gardner,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,2.0,9.0,0.0,6.0,,2.0,
jamichael-winston,JaMichael Winston,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
james-kendall,"James, Kendall",DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
john-lotulelei,John Lotulelei,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
jonathan-cook,Jonathan Cook,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
jordan-martin,Jordan Martin,DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
kameron-kelly-2,Kameron Kelly,WR,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
koloamatangi-meffy,"Koloamatangi, Meffy",DE/DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
lucien-devin,"Lucien, Devin",WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,3.0,,,,,5.0,
marcus-baugh,Marcus Baugh,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,54.0,4.0,,,,,5.0,
montori-hughes,Montori Hughes,DB,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
myles-nash,Myles Nash,DB,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
nelson-spruce,Nelson Spruce,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,2.0,,,,,5.0,
nelson-philip,"Nelson, Philip",RB/QB,,9.0,,,,,,,0.0,1.0,1.0,0.0,0.0,,,,,0.0,,12.0,1.0,110.0,,,,,,,,,,,,4.0,0.0,27.0,,,
ron-brooks,Ron Brooks,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,2.0,,,,,,,,,,,,,,3.0,,
ross-alex,"Ross, Alex",RB/QB,,8.0,,,,,,,0.0,2.0,3.0,0.0,0.0,,,,,1.0,,18.0,1.0,80.0,,,,,,,,,,,,6.0,0.0,33.0,,,
ryan-mueller,Ryan Mueller,DE/LB/DB,3.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
ryan-winslow,Ryan Winslow,,,,,,,,,,,,,,,,,,,,,,,,,48.8,58.0,0.0,293.0,6.0,0.0,2.0,,,,,,,,,
sam-irwin-hill,Sam Irwin-Hill,,,,,,,,,,,,,,,,,,,,,,,,,47.7,56.0,1.0,143.0,3.0,0.0,0.0,,,,1.0,0.0,-4.0,,,
shakir-soto,Shakir Soto,DL/DT/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,,
stacy-zac,"Stacy, Zac",RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,2.0,18.0,0.0,39.0,,2.0,
taniela-tupou,Taniela Tupou,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
terrell-bonds,Terrell Bonds,CB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
terrell-watson,Terrell Watson,RB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,10.0,0.0,43.0,1.0,,
terrence-magee,Terrence Magee,RB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,1.0,9.0,2.0,3.0,0.0,6.0,1.0,2.0,
travis-feeney,Travis Feeney,DL/LB/OLB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
