player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
benoît-schwarz,Benoît Schwarz,,0.0,1.0,1.0,7.0,9.0
jingtao-xu,Jingtao Xu,,1.0,1.0,0.0,9.0,7.0
kim-schwaller,Kim Schwaller,,0.0,1.0,1.0,7.0,9.0
pablo-lachat,Pablo Lachat,,0.0,1.0,1.0,7.0,9.0
sven-michel,Sven Michel,,0.0,1.0,1.0,7.0,9.0
xiaoming-xu,Xiaoming Xu,,1.0,1.0,0.0,9.0,7.0
xueqing-fei,Xueqing Fei,,1.0,1.0,0.0,9.0,7.0
yannick-schwaller,Yannick Schwaller,,0.0,1.0,1.0,7.0,9.0
zhenhao-wang,Zhenhao Wang,,1.0,1.0,0.0,9.0,7.0
zhichao-li,Zhichao Li,,1.0,1.0,0.0,9.0,7.0
