player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
andrew-thompson,Andrew  Thompson,P,,,4.0,4.0,,,,,,4.0,,-8.0,-2.0
anson-reppermund,Anson Reppermund,P,1.0,,16.0,14.0,,,1.0,,,15.0,1.0,102.0,37.0
ben-close,Ben Close,P,1.0,1.0,7.0,6.0,,1.0,,,,6.0,,39.0,44.0
ben-landry,Ben Landry,P,1.0,,15.0,14.0,1.0,,2.0,,,15.0,1.0,109.0,47.0
cameron-brock,Cameron Brock,P,,,25.0,22.0,,2.0,1.0,,,24.0,2.0,248.0,130.0
carl-johnson,Carl Johnson,P/WR,1.0,2.0,21.0,18.0,1.0,5.0,3.0,,,18.0,,274.0,108.0
carter-hawkins,Carter Hawkins,P,1.0,,43.0,41.0,,1.0,2.0,2.0,,44.0,2.0,171.0,227.0
chris-graber,Chris Graber,P,,2.0,1.0,1.0,,,,,,1.0,,2.0,-7.0
colin-ringwood,Colin Ringwood,P,,,4.0,4.0,,1.0,,,,4.0,,10.0,33.0
connor-newell,Connor Newell,P,,,3.0,4.0,,,1.0,,,5.0,1.0,-14.0,26.0
jacob-anthuvan,Jacob Anthuvan,P,,,1.0,1.0,,,,,,1.0,,-5.0,5.0
jacob-fella,Jacob Fella,P,1.0,,12.0,9.0,1.0,2.0,1.0,,,10.0,1.0,146.0,81.0
jeffrey-burris,Jeffrey Burris,P,,,11.0,10.0,,2.0,1.0,,1.0,10.0,,78.0,19.0
jeremy-keusch,Jeremy Keusch,P,3.0,2.0,31.0,29.0,,3.0,1.0,,,29.0,,193.0,160.0
jimmy-towle,Jimmy Towle,P,3.0,,43.0,41.0,1.0,1.0,2.0,,,42.0,1.0,283.0,154.0
joe-molder,Joe Molder,P,,,1.0,1.0,,,,,,1.0,,12.0,2.0
joel-close,Joel Close,P,1.0,,1.0,2.0,,,,,,2.0,,11.0,19.0
joey-cari,Joey Cari,P,,,7.0,9.0,,,,,,10.0,,7.0,-5.0
john-mcmonigal,John McMonigal,P,,1.0,,,1.0,,,,,,,,
jonathan-mast,Jonathan Mast,P,2.0,,66.0,73.0,,1.0,3.0,1.0,,74.0,,28.0,452.0
kenny-furdella,Kenny Furdella,P,1.0,,37.0,39.0,,2.0,4.0,,,40.0,1.0,65.0,113.0
kevin-nicholl,Kevin Nicholl,P,,,2.0,2.0,,,,,,2.0,,3.0,11.0
levi-jacobs,Levi Jacobs,P,3.0,,27.0,23.0,,2.0,1.0,,,25.0,2.0,266.0,-4.0
lucas-coniaris,Lucas Coniaris,P,2.0,,36.0,42.0,,1.0,2.0,,,42.0,,-1.0,348.0
max-sheppard,Max Sheppard,P,5.0,,32.0,22.0,1.0,6.0,1.0,1.0,,26.0,3.0,317.0,106.0
nick-hutton,Nick Hutton,P,,,5.0,5.0,,1.0,,,11.0,6.0,1.0,-16.0,23.0
noah-celuch,Noah Celuch,P,1.0,,55.0,62.0,,,,,,66.0,3.0,122.0,185.0
pete-zaccardi,Pete Zaccardi,P,,,6.0,7.0,,,,,4.0,8.0,1.0,22.0,-8.0
ryan-kindell,Ryan Kindell,P,,1.0,2.0,2.0,,,,,6.0,3.0,1.0,-2.0,-7.0
sam-vandusen,Sam VanDusen,P,2.0,,5.0,5.0,,,,1.0,8.0,6.0,1.0,-1.0,81.0
seth-gudeman,Seth Gudeman,P,,2.0,2.0,3.0,,,,,1.0,3.0,,18.0,-17.0
steve-mogielski,Steve Mogielski,P,,,4.0,3.0,,1.0,,,,4.0,,60.0,7.0
travis-carpenter,Travis Carpenter,P,3.0,,33.0,40.0,,2.0,3.0,3.0,,42.0,2.0,107.0,273.0
will-quigley,Will Quigley,P,1.0,1.0,1.0,2.0,,,,,,2.0,,,23.0
will-wettengel,Will Wettengel,P,1.0,1.0,8.0,7.0,,,2.0,,,9.0,2.0,75.0,62.0
