player_id,player_name,positions,field_goal_yards,interceptions_lost,interceptions_made,missed,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
brady-oliveira,Brady OLIVEIRA,RB,,,,,,,,0.0,24.0,2.0,1.0,84.0,
christophe-normand,Christophe Normand,FB/RB,,,,,,,,0.0,0.0,0.0,,,
dalton-schoen,Dalton SCHOEN,WR,,,,,,,,1.0,57.0,2.0,,,
david-cote,David Côté,K,86.0,,,1.0,,,,,,,,,
dominique-davis,Dominique Davis,QB,,0.0,,,0.0,0.0,,,,,2.0,8.0,
drew-wolitarsky,Drew WOLITARSKY,WR,,,,,,,,0.0,51.0,4.0,,,
eugene-lewis,Eugene LEWIS,WR,,,,,,,,0.0,8.0,2.0,,,
greg-ellingson,Greg Ellingson,WR,,,,,,,,0.0,54.0,3.0,,,
hergy-mayala,Hergy Mayala,WR,,,,,,,,0.0,11.0,1.0,,,
jake-wieneke,Jake Wieneke,WR,,,,,,,,0.0,66.0,5.0,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,0.0,30.0,3.0,0.0,23.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,0.0,50.0,2.0,,,
mtl-dst,MTL DST,DST,,,0.0,,,,17.0,,,,,,5.0
mtl-qb,MTL QB,QB,,0.0,,,0.0,0.0,,,,,,,
marc-liegghio,Marc LIEGGHIO,K,45.0,,,2.0,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,0.0,21.0,4.0,0.0,4.0,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,0.0,38.0,5.0,,,
reggie-white-jr,Reggie WHITE JR.,WR,,,,,,,,0.0,41.0,4.0,,,
tavien-feaster,Tavien Feaster,RB,,,,,,,,0.0,0.0,0.0,0.0,39.0,
trevor-harris,Trevor HARRIS,QB,,0.0,,,0.0,213.0,,,,,,,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,0.0,7.0,1.0,,,
wpg-dst,WPG DST,DST,,,0.0,,,,20.0,,,,,,1.0
wpg-qb,WPG QB,QB,,0.0,,,0.0,0.0,,,,,,,
zach-collaros,Zach COLLAROS,QB,,0.0,,,1.0,251.0,,,,,0.0,11.0,
