player_id,player_name,positions,def_int,def_lg,def_sack,def_solo,def_tot,def_yds,def_ydsl,pass_att,pass_cmp,pass_int,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_td,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_conv,score_p,score_pr,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
nicholas-shortill,Nicholas Shortill,LB,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nikolas-lewis,Nikolas Lewis,WR,,,,1.0,1.0,,,,,,,,,,,35.0,4.0,5.0,,35.0,67.0,,,,,,,,,,,,,,,,,,,,,,
ray-drew,Ray Drew,DT/DB,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sam-giguere,Sam Giguere,WR,,,,,,,,,,,,,,,,,5.0,5.0,2.0,20.0,93.0,,,,,,,,,,,,2.0,,12.0,,2.0,,,,,,
spencer-watt,Spencer Watt,WR,,,,,,,,,,,,,,,,8.0,1.0,3.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,
stefan-logan,Stefan Logan,RB,,,,,,,,,,,,,,,,21.0,1.0,1.0,,16.0,21.0,24.0,2.0,,,1.0,38.0,3.0,5.0,,10.0,,,1.0,6.0,,1.0,,,,,,
terrell-davis,Terrell Davis,LB,,,1.0,6.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiquan-underwood,Tiquan Underwood,WR,,,,,,,,,,,,,,,,9.0,1.0,3.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,
tyree-hollins,Tyree Hollins,DB,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernon-adams,Vernon Adams,QB,,,,1.0,1.0,,,28.0,16.0,,,1.0,1.0,3.0,257.0,,,,,,,,,,,,,6.0,9.0,,24.0,,,,,,,,,,,,
winston-venable,Winston Venable,LB,,,2.0,6.0,6.0,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zach-collaros,Zach COLLAROS,QB,,,,,,,,12.0,8.0,,40.0,,,,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
