player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
aj-merriman,AJ Merriman,P,2.0,4.0,4.0,5.0,,,,1.0,8.0,8.0,3.0,39.0,59.0
adam-turcotte,Adam Turcotte,P,1.0,1.0,6.0,9.0,,,,,,10.0,1.0,40.0,12.0
alexandre-fall,Alexandre Fall,P,1.0,1.0,4.0,4.0,,,,,,4.0,,75.0,22.0
andrew-roy,Andrew Roy,MPO/P,,,28.0,34.0,,1.0,6.0,,,35.0,1.0,65.0,222.0
brandon-lamberty,Brandon Lamberty,P,1.0,,16.0,16.0,,1.0,,,7.0,18.0,2.0,34.0,84.0
cole-jurek,Cole Jurek,P,6.0,,25.0,23.0,,2.0,2.0,1.0,,23.0,,302.0,193.0
daniel-wong,Daniel Wong,P,,,1.0,1.0,,,,,,2.0,,12.0,17.0
david-bloodgood,David Bloodgood,P,,1.0,19.0,24.0,,,1.0,1.0,1.0,28.0,4.0,-1.0,164.0
david-cranston,David Cranston,P,,,14.0,11.0,,1.0,1.0,,,13.0,2.0,66.0,24.0
dax-miller,Dax Miller,P,,,6.0,4.0,,1.0,,,,5.0,,34.0,33.0
garrett-braun,Garrett Braun,P,1.0,1.0,12.0,8.0,,3.0,1.0,,,9.0,1.0,73.0,50.0
geoff-bevan,Geoff Bevan,P,1.0,,7.0,12.0,,,,,,12.0,,9.0,66.0
griffin-mckee,Griffin McKee,P,1.0,,14.0,11.0,,1.0,,,,13.0,2.0,99.0,26.0
isaac-lee,Isaac Lee,P,,,3.0,3.0,,,,,,3.0,,8.0,-5.0
jack-park,Jack Park,P,,1.0,2.0,2.0,,,1.0,,,2.0,,34.0,4.0
james-carr-pries,James Carr-Pries,P,1.0,,1.0,1.0,,,,,,1.0,,3.0,9.0
james-lewis,James Lewis,P,,2.0,17.0,15.0,,1.0,,,,18.0,3.0,130.0,73.0
jasper-tom,Jasper Tom,P,,2.0,9.0,8.0,,1.0,,,,9.0,1.0,69.0,49.0
jeff-wodatch,Jeff Wodatch,P,1.0,1.0,11.0,10.0,,1.0,,,,10.0,,84.0,49.0
jeremy-knopf,Jeremy Knopf,P,,,10.0,13.0,,1.0,,,,14.0,1.0,57.0,132.0
joe-merrill,Joe Merrill,P,,1.0,8.0,5.0,,2.0,1.0,,,5.0,,86.0,26.0
jonny-malks,Jonny Malks,P,,,11.0,15.0,,2.0,1.0,3.0,,15.0,,77.0,220.0
keith-mcrae,Keith McRae,P,,,4.0,2.0,,1.0,,,,3.0,1.0,14.0,9.0
kelvin-huang,Kelvin Huang,P,,,4.0,3.0,1.0,1.0,,,,3.0,,2.0,15.0
kevin-jay,Kevin Jay,P,,,2.0,3.0,,,,,,3.0,,3.0,21.0
kris-harrison,Kris Harrison,P,1.0,,10.0,11.0,,,,,1.0,12.0,1.0,70.0,28.0
luc-comire,Luc Comire,P,3.0,,45.0,55.0,,,1.0,1.0,,57.0,2.0,10.0,388.0
mike-mackenzie,Mike Mackenzie,P,3.0,1.0,16.0,11.0,3.0,,2.0,1.0,2.0,16.0,5.0,200.0,84.0
moussa-dia,Moussa Dia,P,1.0,4.0,6.0,7.0,,,1.0,,,7.0,,21.0,35.0
oren-binnun,Oren Binnun,P,,,29.0,33.0,,1.0,1.0,,,35.0,2.0,72.0,155.0
oscar-stonehouse,Oscar Stonehouse,P,1.0,,8.0,6.0,,1.0,,,,7.0,1.0,50.0,41.0
phil-turner,Phil Turner,P,,1.0,14.0,12.0,,,2.0,,10.0,14.0,2.0,78.0,85.0
ravin-ramnarain,Ravin Ramnarain,P,,,1.0,1.0,,,,,,1.0,,1.0,6.0
rowan-mcdonnell,Rowan McDonnell,P,2.0,,32.0,28.0,,2.0,3.0,1.0,1.0,30.0,2.0,259.0,197.0
ryan-poloz,Ryan Poloz,P,1.0,,36.0,37.0,,2.0,2.0,,,41.0,3.0,205.0,87.0
steven-wartinbee,Steven Wartinbee,P,,1.0,14.0,14.0,,,1.0,,,15.0,1.0,115.0,73.0
ty-barbieri,Ty Barbieri,P,1.0,,16.0,13.0,,3.0,1.0,1.0,,15.0,1.0,228.0,113.0
zachary-armstrong,Zachary Armstrong,P,,1.0,5.0,3.0,,1.0,,,1.0,3.0,,22.0,-1.0
