player_id,player_name,positions,assists,blocks,callahans,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-atkins,Alex Atkins,P,,,,18.0,15.0,,3.0,1.0,,,15.0,,113.0,37.0
brandon-van-deusen,Brandon Van Deusen,P,,,,,,,1.0,,,,,,,
cy-toriello,Cy Toriello,P,,,,1.0,1.0,,,,,,1.0,,12.0,4.0
daniel-brunker,Daniel Brunker,P,,,,,,,2.0,1.0,,,,,,
eddie-finley,Eddie Finley,P,,,,1.0,,,,,,,,,8.0,
everest-shapiro,Everest Shapiro,P,2.0,1.0,,,,,,3.0,,,,,,
felix-pronove,Felix Pronove,P,,1.0,,1.0,1.0,,,1.0,,,1.0,,5.0,15.0
jay-froude,Jay Froude,P,,1.0,,23.0,23.0,,1.0,3.0,,,23.0,,147.0,96.0
jonathan-nethercutt,Jonathan Nethercutt,P,7.0,1.0,1.0,37.0,49.0,,1.0,1.0,1.0,,53.0,3.0,119.0,272.0
justin-abel,Justin Abel,P,1.0,,,15.0,14.0,,1.0,,,,16.0,2.0,103.0,101.0
lukas-ambrose,Lukas Ambrose,P,,5.0,,,,1.0,,,,,,1.0,,
marcel-osborne,Marcel Osborne,P,3.0,,,,,,,,,,,,,
matt-jackson,Matt Jackson,P,,,,25.0,24.0,,,2.0,,,26.0,2.0,85.0,64.0
matt-miller,Matt Miller,P,,,,,,,,,1.0,,,1.0,,
mitchell-steiner,Mitchell Steiner,P,,1.0,,,,1.0,,,,,,,,
nicholas-snuszka,Nicholas Snuszka,P,,,,4.0,3.0,,1.0,,,,3.0,,48.0,4.0
noah-coolman,Noah Coolman,P,2.0,1.0,,12.0,11.0,,1.0,,,,12.0,1.0,97.0,48.0
pawel-janas,Pawel Janas,P,,,,,,,2.0,,2.0,,,,,
quinn-finer,Quinn Finer,P,4.0,1.0,,36.0,35.0,1.0,2.0,,3.0,,37.0,2.0,163.0,236.0
rhys-gretsch,Rhys Gretsch,P,,1.0,,,,,,,,,,2.0,,
rodrigo-gould-rodriguez,Rodrigo Gould Rodriguez,P,,,,1.0,,,1.0,,,,,,2.0,
saeed-semrin,Saeed Semrin,P,,2.0,,11.0,8.0,,2.0,2.0,1.0,8.0,10.0,2.0,156.0,54.0
sam-cook,Sam Cook,P,,,,,,,,2.0,,,,,,
sam-goldstein,Sam Goldstein,P,1.0,,,43.0,46.0,,2.0,3.0,,,48.0,2.0,41.0,287.0
sandford-brown,Sandford Brown,P,1.0,,,1.0,1.0,,,,,,1.0,,15.0,2.0
sean-mcdougall,Sean McDougall,P,,1.0,,,,,,,,,,,,
seth-faris,Seth Faris,P,,2.0,,6.0,4.0,,2.0,,,9.0,4.0,,52.0,-9.0
theodore-watkins,Theodore Watkins,P,,,,,1.0,,,,,1.0,1.0,,,5.0
thomas-brewster,Thomas Brewster,P,,,,22.0,20.0,,1.0,1.0,,,21.0,1.0,105.0,94.0
todd-wolma,Todd Wolma,P,1.0,,,3.0,3.0,,,1.0,,,4.0,1.0,20.0,8.0
tyler-nguyen,Tyler Nguyen,P,,1.0,,5.0,5.0,,,1.0,,,5.0,,38.0,-6.0
will-mcdonald,Will McDonald,P,,1.0,,,,,,,,,,,,
