player_id,player_name,positions,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
aja-wilson,A'ja Wilson,,1.0,4.0,8.0,,,,0.692,13.0,9.0,4.0,0.833,6.0,5.0,34.833333333333336,2.0,6.0,23.0,10.0,2.0,2.0
alysha-clark,Alysha Clark,,,,,1.0,1.0,1.0,0.667,3.0,2.0,1.0,,,,16.916666666666668,,5.0,5.0,,,1.0
alyssa-thomas,Alyssa Thomas,F,5.0,,9.0,,,,0.364,11.0,4.0,2.0,0.857,7.0,6.0,39.68333333333333,2.0,-8.0,14.0,11.0,1.0,4.0
brionna-jones,Brionna Jones,,7.0,,4.0,,1.0,,0.462,13.0,6.0,2.0,0.75,4.0,3.0,37.0,6.0,-6.0,15.0,10.0,2.0,3.0
candace-parker,Candace Parker,,4.0,2.0,3.0,,2.0,,0.333,6.0,2.0,4.0,0.5,2.0,1.0,23.166666666666668,,1.0,5.0,3.0,1.0,2.0
chelsea-gray,Chelsea Gray,G,7.0,,5.0,0.5,4.0,2.0,0.4,10.0,4.0,2.0,1.0,4.0,4.0,35.78333333333333,1.0,6.0,14.0,6.0,2.0,3.0
dewanna-bonner,DeWanna Bonner,,,,3.0,0.25,4.0,1.0,0.222,9.0,2.0,2.0,,2.0,,23.533333333333335,,-12.0,5.0,3.0,,3.0
dijonai-carrington,DiJonai Carrington,,1.0,,2.0,0.2,5.0,1.0,0.364,11.0,4.0,2.0,1.0,2.0,2.0,19.25,1.0,7.0,11.0,3.0,,
jackie-young,Jackie Young,G,6.0,,5.0,,3.0,,0.538,13.0,7.0,2.0,0.889,9.0,8.0,35.88333333333333,2.0,4.0,22.0,7.0,3.0,4.0
kelsey-plum,Kelsey Plum,G,6.0,,2.0,0.25,4.0,1.0,0.4,15.0,6.0,3.0,0.8,5.0,4.0,33.38333333333333,,6.0,17.0,2.0,,1.0
kiah-stokes,Kiah Stokes,,,,3.0,,1.0,,0.667,3.0,2.0,1.0,,,,17.35,,,4.0,3.0,1.0,1.0
kierstan-bell,Kierstan Bell,,1.0,,,,,,,,,,,,,2.6833333333333336,,2.0,,,,
leigha-brown,Leigha Brown,,,,,,,,,,,,,,,0.31666666666666665,,2.0,,,,
natisha-hiedeman,Natisha Hiedeman,G,7.0,,1.0,0.333,6.0,2.0,0.333,9.0,3.0,5.0,0.75,4.0,3.0,31.483333333333334,,-6.0,11.0,1.0,1.0,3.0
olivia-nelson-ododa,Olivia Nelson-Ododa,,,,,,,,,,,1.0,,,,3.0,,,,,1.0,1.0
rebecca-allen,Rebecca Allen,W,2.0,1.0,4.0,0.857,7.0,6.0,0.727,11.0,8.0,1.0,,1.0,,20.7,1.0,5.0,22.0,5.0,1.0,
tiffany-hayes,Tiffany Hayes,G,,1.0,1.0,,2.0,,0.4,5.0,2.0,5.0,0.667,3.0,2.0,22.033333333333335,,-12.0,6.0,1.0,,
tyasha-harris,Tyasha Harris,,,,,,1.0,,,2.0,,1.0,,,,3.0,,,,,,1.0
