player_id,player_name,positions,assisted_tackles,def_interceptions,defensive_tds,fg_attempts,field_goal_long,field_goals_made,int_avg,int_long,int_yards,interceptions,kick_returns,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_defended,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sack_yards,sacks,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
aj-davis,Aj Davis,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,0.0,10.0,1.0,4.0,4.0,1.0,0.0,4.0,,,,,,,,
aleki-tapa,Aleki Tapa,OL,,,,,,,,,,2.0,,,,,,,,,,,,24.0,14.0,,24.0,2.0,126.0,,,,,,3.4,13.0,10.0,1.0,34.0,,,,,,,,
bemnet-morgan,Bemnet Morgan,DB,,,,,,,,,,0.0,,,,,,,,,,,,26.0,17.0,,21.0,3.0,187.0,,,,,,,,,,,,,,,,,,
ben-key,Ben Key,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
brandon-scott,Brandon Scott,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,17.0,1.0,42.0,4.0,3.5,12.0,13.0,3.0,45.0,,,,,,,,
brandon-sheperd,Brandon Sheperd,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
caleb-lowery-refused-to-report,Caleb Lowery (Refused to Report),WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
damecio-ewing-jr,Damecio Ewing Jr,,1.0,,,,,,,,,,1.0,,,,,,,30.0,30.0,0.0,30.0,,,,,,,,,,,,,,,,,3.0,1.0,8.0,8.0,1.0,0.0,,
damon-stokes,Damon Stokes,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
desmond-grace,Desmond Grace,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,19.0,1.0,49.0,4.0,,,,,,,,,,,,,
devond-blair-jr,Devond Blair Jr.,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,24.0,1.0,28.0,2.0,,,,,,,,,,,,,
donovan-johnson,Donovan Johnson,WR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,2.0,0.0,,
ej-ndoma-ogar,EJ Ndoma-Ogar,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,,
gibson-ziah,Gibson Ziah,DL,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
greg-conry,Greg Conry,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,21.0,0.0,40.0,3.0,,,,,,,,,,,,,
isaiah-blackmon,Isaiah Blackmon,DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,16.0,1.0,41.0,4.0,,,,,,,,,,,,,
jack-robinson,Jack Robinson,DL,0.0,,,,,,,,,,,3.0,40.0,0.0,0.0,240.0,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,4.0,3.0
james-summers,James Summers,QB/WR/LB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
jarvai-flowers,Jarvai Flowers,WR,0.0,2.0,0.0,,,,26.0,40.0,52.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,3.0,3.0,,,,
jonathan-cardoza-chicas,Jonathan Cardoza-Chicas,K,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
jordan-barton,Jordan Barton,WR,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
josh-batiste,Josh Batiste,RB,,,,2.0,0.0,0.0,,,,,,4.0,37.5,0.0,0.0,300.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0
keshaun-taylor,KESHAUN TAYLOR,WR,,,,,,,,,,,1.0,,,,,,,7.0,7.0,0.0,7.0,,,,,,,5.0,5.0,0.0,5.0,1.0,4.5,11.0,4.0,1.0,18.0,,,,,,,,
khalil-trotman,Khalil Trotman,QB,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,1.0,0.0,,
levonta-hall,Levonta Hall,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3,16.0,1.0,74.0,8.0,,,,,,,,,,,,,
marlon-bradley,Marlon Bradley,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,
