player_id,player_name,positions,extra_point,field_goal_yards,interceptions_lost,interceptions_made,passing_tds,passing_yards,points_against,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks
arkell-smith,Arkell Smith,WR,,,,,,,,0.0,38.0,4.0,,,
binjimen-victor,Binjimen Victor,WR,,,,,,,,0.0,24.0,2.0,,,
cody-fajardo,Cody FAJARDO,QB,,,0.0,,2.0,229.0,,,,,0.0,5.0,
cole-snyder,Cole SNYDER,QB,,,,,,,,,,,1.0,1.0,
david-ungerer-iii,David UNGERER III,WR,,,,,,,,,15.0,3.0,,,
dejon-brissett,Dejon BRISSETT,WR,,,,,,,,0.0,46.0,2.0,,,
edm-dst,EDM DST,DST,,,,4.0,,,31.0,,,,,,3.0
edm-k,EDM K,K,3.0,77.0,,,,,,,,,,,
edm-qb,EDM QB,QB,,,0.0,,2.0,229.0,,,,,1.0,6.0,
jake-herslow,Jake HERSLOW,WR,,,,,,,,2.0,81.0,4.0,,,
jarret-doege,Jarret DOEGE,QB,,,0.0,,0.0,35.0,,,,,,,
javon-leake,Javon LEAKE,RB,,,,,,,,0.0,14.0,2.0,0.0,17.0,
justin-rankin,Justin Rankin,RB,,,,,,,,1.0,8.0,2.0,0.0,27.0,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,1.0,61.0,5.0,,,
kevin-mital,Kevin Mital,WR,,,,,,,,0.0,22.0,5.0,,,
kurleigh-gittens-jr,Kurleigh GITTENS JR.,WR,,,,,,,,,35.0,4.0,,5.0,
lirim-hajrullahu,Lirim Hajrullahu,K,2.0,128.0,,,,,,,,,,,
nick-arbuckle,Nick ARBUCKLE,QB,,,4.0,,2.0,261.0,,,,,0.0,10.0,
spencer-brown,Spencer BROWN,OL/OT/RB,,,,,,,,0.0,37.0,4.0,0.0,35.0,
tor-dst,TOR DST,DST,,,,,,,30.0,,,,,,5.0
tor-k,TOR K,K,2.0,128.0,,,,,,,,,,,
tor-qb,TOR QB,QB,,,4.0,,2.0,296.0,,,,,0.0,10.0,
vincent-blanchard,Vincent Blanchard,K,3.0,77.0,,,,,,,,,,,
