player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
adonis-jennings,Adonis Jennings,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,2.0,
anthony-denham,Anthony Denham,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
anthony-williams,Anthony Williams,LB/DB,1.0,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,2.0,,
austin-rehkow,Austin Rehkow,,,,,,,,,,,,,,,,,,,,,,,,,46.7,55.0,0.0,280.0,6.0,0.0,0.0,,,,,,,,,
austin-traylor,Austin Traylor,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,1.0,
branden-oliver,Branden Oliver,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-2.0,1.0,15.0,1.0,40.0,,2.0,
brian-tyms,Brian Tyms,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,1.0,,,,,1.0,
cj-smith,CJ Smith,DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,5.0,,
cody-brown,Cody Brown,SAF/DB/S,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
darius-hamilton,Darius Hamilton,WR,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
demorney-pierson-el,De\'Morney Pierson-El,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,90.0,8.0,,,,,8.0,
deion-holliman,Deion Holliman,WR,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
