player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
alex-thorne,Alex Thorne,P,0.0,1.0,20.0,26.0,,,2.0,1.0,,,26.0,,92.0,194.0
antoine-dube,Antoine Dubé,P,,3.0,8.0,5.0,,2.0,,,,,5.0,,129.0,15.0
antoine-rousseau,Antoine Rousseau,P,2.0,1.0,10.0,17.0,,,1.0,1.0,,,17.0,,5.0,245.0
austin-lillis,Austin Lillis,P,,1.0,9.0,7.0,,2.0,1.0,,4.0,,7.0,,52.0,-15.0
ben-levy,Ben Levy,P,2.0,,16.0,18.0,,,,1.0,,,19.0,,-2.0,165.0
brandon-pastor,Brandon Pastor,P,,1.0,10.0,10.0,,2.0,2.0,,,,10.0,,94.0,29.0
cj-colicchio,CJ Colicchio,P,2.0,,8.0,6.0,,2.0,1.0,,,,6.0,,122.0,23.0
christophe-tremblay-joncas,Christophe Tremblay-Joncas,P,1.0,2.0,18.0,16.0,,,2.0,1.0,11.0,,19.0,3.0,123.0,210.0
desmond-staples,Desmond Staples,P,,,9.0,7.0,,,,,,,10.0,3.0,116.0,26.0
dylan-lacombe-burgoyne,Dylan Lacombe-Burgoyne,P,,1.0,17.0,21.0,,,2.0,,,,22.0,1.0,117.0,116.0
eric-nardelli,Eric Nardelli,P,1.0,,12.0,10.0,,2.0,,,,,10.0,,61.0,21.0
ethan-holmgren,Ethan Holmgren,P,1.0,,11.0,11.0,1.0,,1.0,,1.0,,12.0,1.0,80.0,59.0
gavin-abrahamsson,Gavin Abrahamsson,P,,,4.0,6.0,,,,,,,7.0,1.0,24.0,27.0
greg-martin,Greg Martin,P,,,11.0,10.0,,1.0,1.0,,,,10.0,,54.0,30.0
ian-dietrich,Ian Dietrich,P,,1.0,11.0,11.0,,,1.0,,,1.0,12.0,1.0,73.0,-8.0
james-pollard,James Pollard,P,1.0,1.0,11.0,7.0,,2.0,1.0,2.0,1.0,,9.0,2.0,161.0,95.0
jordan-rhyne,Jordan Rhyne,P,2.0,1.0,22.0,23.0,,,2.0,1.0,,,24.0,1.0,131.0,163.0
justin-keller,Justin Keller,P,2.0,1.0,20.0,19.0,,,,,,,19.0,,43.0,66.0
kainoa-chun-moy,Kainoa Chun Moy,P,,,11.0,8.0,,2.0,1.0,,,,9.0,1.0,75.0,30.0
kevin-quinlan,Kevin Quinlan,P,,,37.0,37.0,1.0,1.0,,1.0,,,40.0,2.0,68.0,188.0
liam-mckeown,Liam McKeown,P,,,8.0,7.0,,,1.0,1.0,,,8.0,1.0,103.0,22.0
malik-auger-semmar,Malik Auger-Semmar,P,4.0,,25.0,22.0,,2.0,,2.0,,,23.0,1.0,183.0,168.0
marc-sands,Marc Sands,P,1.0,,7.0,6.0,,1.0,1.0,,,,6.0,,-1.0,12.0
matt-hanna,Matt Hanna,P,2.0,2.0,14.0,13.0,,1.0,,,,,14.0,1.0,115.0,31.0
max-ayad,Max Ayad,P,,,5.0,3.0,,1.0,,,1.0,,4.0,1.0,25.0,28.0
melvyn-brichet,Melvyn Brichet,P,1.0,,13.0,12.0,,,1.0,,,,13.0,1.0,142.0,72.0
mike-campanella,Mike Campanella,P,,1.0,19.0,19.0,,,1.0,,,,21.0,2.0,19.0,5.0
paul-hooley,Paul Hooley,P,,,1.0,,,,,,,,1.0,1.0,1.0,
paul-owens,Paul Owens,P,,1.0,24.0,25.0,,1.0,2.0,,14.0,,26.0,1.0,55.0,105.0
phillipe-le-bourdais,Phillipe Le Bourdais,P,,1.0,9.0,6.0,,3.0,1.0,,,,6.0,,221.0,16.0
raphael-salvas,Raphael Salvas,P,,,4.0,5.0,,,,,,,6.0,1.0,21.0,45.0
sean-mott,Sean Mott,P,2.0,,34.0,36.0,,2.0,,1.0,,,39.0,3.0,159.0,163.0
thomas-lalonde-landry,Thomas Lalonde-Landry,P,1.0,2.0,3.0,4.0,,,,,,,5.0,1.0,-4.0,8.0
