player_id,player_name,positions,assisted_tackles,completion_pct,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,kr_avg,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_yards,passing_yds_lost,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
ammon-lakip,Ammon Lakip,K,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
andrew-volmar,Andrew Volmar,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0
angelo-grose,Angelo Grose,WR,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,4.0,,,,,20.0,0.0,82.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,1.0
caden-campoileti,Caden Campoileti,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0
chizi-umunakwe,Chizi Umunakwe,LB,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
darien-townsend,DARIEN TOWNSEND,WR,,,,,,,,,,,,,,,2.0,,,,,22.0,0.0,44.0,,,,,,,,,,,13.0,18.0,0.0,0.0,1.0,52.0,4.0,0.0,,,,,,,,,
duane-brown,DUANE  BROWN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,17.0,0.0,0.0,3.0,66.0,7.0,,,,,,,,,,
dalton-cole,Dalton Cole,QB,,405.0,,,,,,,,,,,,1.0,,,,,,,,,37.0,15.0,25.0,13.0,0.0,65.0,1.0,2.0,197.0,0.0,,,,,,,,,7.0,12.0,0.0,4.0,0.0,0.0,29.0,,
donovan-ollie,Donovan Ollie,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,25.0,0.0,0.0,1.0,134.0,9.0,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,,
drew-singleton,Drew Singleton,LB,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0
freddie-booth-lloyd,Freddie Booth-Lloyd,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
isiah-scott,Isiah Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.0,0.0,0.0,1.0,24.0,4.0,,,,,,,,,,
jaylin-vaughan,Jaylin Vaughan,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,13.0,0.0,4.0,0.0,0.0,21.0,0.0,1.0
jordon-whitley,Jordon Whitley,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0
joshua-kulka,Joshua Kulka,QB,,645.0,,,,,,,,,,,,0.0,,,,,,,,,31.0,20.0,20.0,11.0,0.0,125.0,0.0,6.0,217.0,0.0,,,,,,,,,2.0,2.0,0.0,1.0,0.0,0.0,2.0,,
kris-lewis,Kris Lewis,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,9.0,0.0,0.0,0.0,18.0,1.0,,,,,,,,,,
lorenzo-jones-jr,Lorenzo Jones Jr.,,2.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0
markus-smith,Markus Smith,,1.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0
maurice-wilmer-ii,Maurice Wilmer Ii,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
