player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
ad-hales,AD Hales,,1.0,0.0,0.0,2.0,0.0,0.0,,,,,,,1.0,1.0
abbas-afridi,Abbas Afridi,,,,,,,,24.0,0.0,0.0,40.0,3.0,1.0,,1.0
agha-salman,Agha Salman,,5.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,1.0
azam-khan,Azam Khan,,2.0,0.0,0.0,5.0,0.0,0.0,,,,,,,1.0,1.0
c-munro,C Munro,,40.0,9.0,0.0,1.0,84.0,5.0,,,,,,,,1.0
cj-jordan,CJ Jordan,,7.0,1.0,1.0,6.0,15.0,1.0,24.0,0.0,0.0,42.0,1.0,1.0,,1.0
dj-willey,DJ Willey,,,,,,,,24.0,0.0,0.0,30.0,1.0,1.0,2.0,1.0
faheem-ashraf,Faheem Ashraf,,14.0,2.0,0.0,7.0,23.0,1.0,18.0,0.0,0.0,32.0,2.0,0.0,,1.0
haider-ali,Haider Ali,,13.0,4.0,0.0,6.0,19.0,0.0,,,,,,,,1.0
hunain-shah,Hunain Shah,,,,,,,,12.0,0.0,0.0,29.0,1.0,0.0,,1.0
iftikhar-ahmed,Iftikhar Ahmed,,12.0,2.0,0.0,5.0,13.0,0.0,,,,,,,,1.0
imad-wasim,Imad Wasim,,13.0,4.0,1.0,8.0,30.0,1.0,18.0,0.0,0.0,29.0,0.0,0.0,,1.0
j-charles,J Charles,,18.0,3.0,0.0,4.0,42.0,3.0,,,,,,,,1.0
mohammad-ali-2,Mohammad Ali (2),,,,,,,,24.0,0.0,0.0,44.0,2.0,3.0,,1.0
mohammad-rizwan,Mohammad Rizwan,,17.0,2.0,0.0,2.0,20.0,1.0,,,,,,,,1.0
naseem-shah,Naseem Shah,,1.0,0.0,1.0,9.0,1.0,0.0,24.0,0.0,0.0,31.0,1.0,2.0,,1.0
shadab-khan,Shadab Khan,,31.0,6.0,0.0,4.0,54.0,2.0,24.0,0.0,0.0,52.0,0.0,0.0,,1.0
ts-mills,TS Mills,,,,,,,,24.0,0.0,0.0,52.0,0.0,0.0,,1.0
usama-mir,Usama Mir,,,,,,,,24.0,0.0,0.0,68.0,0.0,0.0,,1.0
usman-khan-2,Usman Khan (2),,50.0,15.0,1.0,3.0,100.0,3.0,,,,,,,2.0,1.0
yasir-khan,Yasir Khan,,16.0,4.0,0.0,1.0,33.0,2.0,,,,,,,,1.0
