player_id,player_name,positions,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
adam-jahn,Adam Jahn,ST,0.0,-0.0272,13.8159,1.2545,0.0,,,-0.4034,,0.0,,1.0,101.0,0.55,20.0,-1.3172,-6.5861,0.0,,3.0,,0.0,0.0272,0.4034,,-0.4034,0.4306,0.6159,0.4204
alex-crognale,Alex Crognale,CB,0.0,0.0,24.7178,8.8307,1.0,,,0.7652,,1.0,,0.0,122.0,0.8529,34.0,-0.8202,-2.4124,0.912,,1.0,,1.0,0.0,0.2348,,0.4973,0.2348,0.8771,0.2142
artur,Artur,DM,0.0,-1.4052,20.3697,4.6044,0.0,,,-1.9979,,0.0,,16.0,3335.0,0.8482,2069.0,-15.1773,-0.7336,0.0,,44.0,,9.0,1.4052,1.9979,,-1.1134,3.4032,0.8556,1.3038
connor-maloney,Connor Maloney,FB,1.0,0.8117,20.5924,-4.7197,0.0,,,0.0,,1.0,,1.0,31.0,0.6154,26.0,-3.2973,-12.6818,0.0,,0.0,,0.0,0.1883,0.0,,0.0,0.1883,0.7422,0.0
cristian-martínez,Cristian Martínez,AM,2.0,0.5969,17.2014,2.2504,0.0,,,-1.3013,,2.0,,12.0,902.0,0.7296,307.0,-0.0147,-0.0048,0.0,,14.0,,5.0,1.4031,1.3013,,-1.0035,2.7044,0.7297,0.9184
eduardo-sosa,Eduardo Sosa,CM,0.0,-0.6506,16.123,2.7878,1.0,,,0.4748,,1.0,,8.0,434.0,0.8632,190.0,7.0776,3.725,0.1916,,11.0,,4.0,0.6506,0.5252,,0.3666,1.1758,0.8259,0.269
edward-opoku,Edward Opoku,W,0.0,-0.0722,18.5595,-3.179,0.0,,,-0.1096,,0.0,,1.0,178.0,0.697,33.0,0.3262,0.9886,0.0,,1.0,,1.0,0.0722,0.1096,,0.0028,0.1818,0.6871,0.1832
federico-higuaín,Federico Higuaín,AM,7.0,-2.07,20.0803,4.4256,8.0,,,1.2576,,15.0,,95.0,2819.0,0.7538,1783.0,-12.1317,-0.6804,3.5558,,58.0,,20.0,9.07,6.7424,,0.2128,15.8124,0.7606,4.3245
gastón-sauro,Gastón Sauro,CB,0.0,-0.0393,21.6594,7.516,0.0,,,-0.0853,,0.0,,1.0,786.0,0.8695,383.0,7.2827,1.9015,0.0,,1.0,,0.0,0.0393,0.0853,,-0.0853,0.1246,0.8504,0.0
gyasi-zardes,Gyasi Zardes,ST,0.0,-2.9659,14.0806,-2.0406,20.0,,,-0.2003,,20.0,,29.0,3521.0,0.7166,494.0,-13.2413,-2.6804,7.8052,,95.0,,43.0,2.9659,20.2003,,0.9762,23.1662,0.7434,11.508
