player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
ab-kaur,AB Kaur,,,,,,,,6.0,0.0,0.0,2.0,0.0,0.0,,1.0,1.0
ac-kerr,AC Kerr,,19.0,5.0,0.0,5.0,29.0,0.0,18.0,0.0,0.0,25.0,0.0,0.0,,,1.0
aj-healy,AJ Healy,,6.0,2.0,0.0,1.0,11.0,0.0,,,,,,,,,1.0
db-sharma,DB Sharma,,20.0,3.0,0.0,6.0,16.0,0.0,24.0,0.0,0.0,39.0,0.0,1.0,,,1.0
gm-harris,GM Harris,,12.0,3.0,0.0,5.0,14.0,0.0,18.0,0.0,0.0,20.0,0.0,0.0,,,1.0
h-kaur,H Kaur,,15.0,1.0,0.0,4.0,14.0,0.0,,,,,,,1.0,,1.0
hk-matthews,HK Matthews,,26.0,2.0,0.0,2.0,26.0,1.0,18.0,0.0,0.0,21.0,1.0,1.0,1.0,,1.0
iecm-wong,IECM Wong,,,,,,,,24.0,0.0,0.0,15.0,4.0,1.0,1.0,,1.0
jn-kalita,JN Kalita,,,,,,,,6.0,0.0,0.0,2.0,1.0,2.0,1.0,,1.0
k-anjali-sarvani,K Anjali Sarvani,,11.0,0.0,0.0,9.0,5.0,0.0,18.0,0.0,0.0,17.0,1.0,1.0,1.0,,1.0
kp-navgire,KP Navgire,,27.0,4.0,0.0,4.0,43.0,3.0,,,,,,,2.0,,1.0
nr-sciver,NR Sciver,,38.0,9.0,1.0,3.0,72.0,2.0,18.0,0.0,0.0,21.0,1.0,0.0,1.0,,1.0
p-vastrakar,P Vastrakar,,4.0,1.0,1.0,6.0,11.0,1.0,,,,,,,,,1.0
pg-chopra,PG Chopra,,5.0,0.0,1.0,11.0,0.0,0.0,12.0,0.0,0.0,25.0,1.0,0.0,,,1.0
rs-gayakwad,RS Gayakwad,,9.0,1.0,0.0,10.0,5.0,0.0,24.0,0.0,0.0,36.0,0.0,1.0,,,1.0
s-ecclestone,S Ecclestone,,1.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,39.0,2.0,0.0,,,1.0
s-ishaque,S Ishaque,,,,,,,,16.0,1.0,0.0,24.0,2.0,0.0,,,1.0
s-sehrawat,S Sehrawat,,8.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,1.0
simran-shaikh,Simran Shaikh,,1.0,0.0,0.0,7.0,0.0,0.0,,,,,,,,,1.0
tm-mcgrath,TM McGrath,,6.0,1.0,0.0,3.0,7.0,0.0,,,,,,,,,1.0
yh-bhatia,YH Bhatia,,18.0,4.0,0.0,1.0,21.0,0.0,,,,,,,,1.0,1.0
