player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
adam-odonnell,Adam O\'Donnell,P,2.0,,47.0,57.0,,,2.0,1.0,,,61.0,4.0,15.0,383.0
alex-mullen,Alex Mullen,P,,,2.0,2.0,1.0,,,,,,2.0,,28.0,4.0
andrew-thompson,Andrew  Thompson,P,,,4.0,7.0,,,1.0,,,,7.0,,-26.0,44.0
anson-reppermund,Anson Reppermund,P,,2.0,14.0,11.0,1.0,2.0,1.0,,,,12.0,1.0,312.0,86.0
carl-johnson,Carl Johnson,P,,2.0,11.0,8.0,,3.0,3.0,1.0,,,9.0,,164.0,65.0
charlie-vukovic,Charlie Vukovic,P,,1.0,7.0,5.0,,2.0,,,,,6.0,1.0,110.0,60.0
daniel-wong,Daniel Wong,P,,,3.0,3.0,,,1.0,,,,3.0,,18.0,20.0
dax-miller,Dax Miller,P,,2.0,1.0,4.0,,,1.0,1.0,,,4.0,,-4.0,83.0
geoff-bevan,Geoff Bevan,P,,,2.0,4.0,,,1.0,,1.0,,4.0,,10.0,23.0
griffin-mckee,Griffin McKee,P,4.0,1.0,22.0,20.0,,2.0,1.0,1.0,,,21.0,1.0,128.0,171.0
jacob-anthuvan,Jacob Anthuvan,P,,,2.0,2.0,,,,,,,2.0,,20.0,-15.0
james-lewis,James Lewis,P,1.0,2.0,27.0,23.0,,3.0,3.0,1.0,,,24.0,1.0,329.0,164.0
jimmy-towle,Jimmy Towle,P,2.0,,31.0,26.0,,2.0,4.0,,,,29.0,3.0,470.0,55.0
jonathan-mast,Jonathan Mast,P,4.0,,46.0,51.0,,1.0,1.0,2.0,,,54.0,3.0,-18.0,416.0
keith-mcrae,Keith McRae,P,1.0,,4.0,4.0,,,,1.0,,,6.0,2.0,34.0,60.0
kenny-furdella,Kenny Furdella,P,,,22.0,29.0,,2.0,1.0,,,,29.0,,57.0,104.0
kevin-jay,Kevin Jay,P,,,1.0,,,,,,,,1.0,1.0,18.0,
logan-call,Logan Call,P,,,,,,,,,3.0,,,,,
luc-comire,Luc Comire,P,1.0,,46.0,54.0,,,2.0,1.0,,,56.0,2.0,141.0,333.0
max-sheppard,Max Sheppard,P,9.0,1.0,44.0,42.0,1.0,2.0,2.0,6.0,,,45.0,3.0,240.0,453.0
michael-dillard,Michael Dillard,P,,,5.0,5.0,,,,,,,5.0,,42.0,57.0
mike-mackenzie,Mike Mackenzie,P,1.0,1.0,8.0,3.0,,1.0,,,6.0,,7.0,3.0,165.0,12.0
mikey-obrien,Mikey O\'Brien,P,1.0,,6.0,4.0,,1.0,,,,1.0,4.0,,87.0,46.0
noah-celuch,Noah Celuch,P,1.0,1.0,26.0,30.0,,1.0,1.0,1.0,,,32.0,1.0,-1.0,203.0
oscar-stonehouse,Oscar Stonehouse,P,2.0,1.0,23.0,16.0,,5.0,4.0,1.0,,,18.0,2.0,397.0,168.0
owen-robinson,Owen Robinson,P,,,1.0,,,1.0,,,,,,,2.0,
pete-zaccardi,Pete Zaccardi,P,,,5.0,8.0,,,1.0,,,,8.0,,67.0,69.0
phil-turner,Phil Turner,P,,,1.0,1.0,,,,,7.0,,1.0,,5.0,-3.0
rhys-toogood,Rhys Toogood,P,1.0,,1.0,1.0,1.0,,1.0,,,,1.0,,-12.0,2.0
rui-carvalho,Rui Carvalho,P,,1.0,,,,,,,,,,,,
ryan-poloz,Ryan Poloz,P,1.0,,5.0,8.0,,,,,,,8.0,,14.0,51.0
sam-vandusen,Sam VanDusen,P,,,9.0,6.0,,,,,8.0,,11.0,4.0,19.0,14.0
steve-mogielski,Steve Mogielski,P,,1.0,6.0,5.0,,,,,,,6.0,1.0,49.0,11.0
thomas-hansen,Thomas Hansen,P,,1.0,,,,,,,,,,,,
ty-barbieri,Ty Barbieri,P,1.0,1.0,22.0,17.0,,4.0,1.0,1.0,,,20.0,1.0,278.0,133.0
wilkie-lewis,Wilkie Lewis,P,3.0,,21.0,21.0,2.0,1.0,1.0,,,,21.0,,207.0,156.0
wyatt-brooks,Wyatt Brooks,P,,1.0,1.0,,,1.0,,,,,,,51.0,
zachary-armstrong,Zachary Armstrong,P,,,1.0,,,1.0,,,6.0,,,,11.0,
