player_id,player_name,positions,fg_made,pass_td,recv_td
brandon-munoz,Brandon Munoz,DL,,2.0,
caleb-lowery-refused-to-report,Caleb Lowery (Refused to Report),WR,4.0,,
deanthony-hall-steele,Deanthony  Hall-Steele,RB,,,1.0
jordan-barton,Jordan Barton,WR,,,1.0
justin-clarkson,Justin Clarkson,WR,,,1.0
raphael-turner,Raphael Turner,OL,,1.0,
zuri-davis,Zuri Davis,WR,2.0,,
