player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
a-kanukuntla,A Kanukuntla,,,,,,,,18.0,0.0,0.0,20.0,0.0,1.0,,1.0
a-kohli,A Kohli,,,,,,,,24.0,0.0,1.0,16.0,2.0,2.0,,1.0
a-meyenborg,A Meyenborg,,,,,,,,18.0,0.0,1.0,18.0,0.0,2.0,,1.0
d-unhale,D Unhale,,70.0,2.0,0.0,1.0,39.0,0.0,18.0,0.0,0.0,12.0,1.0,0.0,,1.0
h-nguyen,H Nguyen,,15.0,1.0,1.0,4.0,14.0,0.0,8.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0
i-edwards,I Edwards,,,,,,,,18.0,0.0,0.0,14.0,0.0,2.0,,1.0
je-ronalds,JE Ronalds,,25.0,0.0,1.0,4.0,23.0,0.0,24.0,1.0,0.0,13.0,0.0,0.0,,1.0
k-vijayaraghavan,K Vijayaraghavan,,12.0,0.0,0.0,2.0,6.0,0.0,,,,,,,1.0,1.0
m-kojo,M Kojo,,,,,,,,18.0,0.0,0.0,28.0,0.0,1.0,1.0,1.0
m-saastamoinen,M Saastamoinen,,,,,,,,12.0,0.0,0.0,24.0,0.0,5.0,,1.0
r-khullar,R Khullar,,5.0,0.0,1.0,5.0,4.0,0.0,,,,,,,,1.0
rameesha-shahid,Rameesha Shahid,,,,,,,,18.0,0.0,2.0,19.0,0.0,3.0,,1.0
s-kolcharam,S Kolcharam,,4.0,0.0,0.0,3.0,2.0,0.0,,,,,,,,1.0
s-sheridan,S Sheridan,,26.0,1.0,0.0,3.0,27.0,0.0,12.0,0.0,1.0,24.0,0.0,6.0,,1.0
t-mulepati,T Mulepati,,8.0,0.0,0.0,2.0,2.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,,1.0
v-stolle,V Stolle,,,,,,,,,,,,,,1.0,1.0
w-hornero-garcia,W Hornero-Garcia,,34.0,6.0,1.0,1.0,52.0,0.0,,,,,,,,1.0
