player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
a-oneil,A O'Neil,,2.0,1.0,0.0,8.0,4.0,0.0,,,,,,,2.0,1.0
a-sutherland,A Sutherland,,8.0,0.0,0.0,4.0,6.0,0.0,24.0,0.0,0.0,23.0,1.0,1.0,1.0,1.0
ae-jones,AE Jones,,12.0,3.0,0.0,3.0,15.0,0.0,,,,,,,,1.0
ca-henry,CA Henry,,8.0,0.0,0.0,4.0,13.0,2.0,24.0,0.0,0.0,35.0,1.0,0.0,,1.0
cr-knott,CR Knott,,22.0,6.0,0.0,1.0,31.0,0.0,,,,,,,1.0,1.0
dr-gibson,DR Gibson,,24.0,3.0,0.0,8.0,30.0,1.0,,,,,,,2.0,1.0
g-prestwidge,G Prestwidge,,7.0,0.0,0.0,9.0,3.0,0.0,,,,,,,3.0,1.0
g-redmayne,G Redmayne,,17.0,4.0,0.0,6.0,24.0,0.0,,,,,,,1.0,1.0
gm-harris,GM Harris,,20.0,2.0,0.0,2.0,16.0,0.0,,,,,,,1.0,1.0
jl-jonassen,JL Jonassen,,14.0,1.0,0.0,3.0,15.0,1.0,24.0,0.0,0.0,40.0,1.0,1.0,,1.0
kj-garth,KJ Garth,,1.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,29.0,1.0,1.0,,1.0
l-winfield,L Winfield,,17.0,3.0,0.0,7.0,19.0,0.0,,,,,,,1.0,1.0
lucy-hamilton,Lucy Hamilton,,2.0,1.0,1.0,11.0,4.0,0.0,24.0,0.0,0.0,33.0,1.0,2.0,,1.0
m-kapp,M Kapp,,51.0,9.0,1.0,5.0,93.0,5.0,24.0,0.0,0.0,31.0,2.0,1.0,1.0,1.0
ml-gibson,ML Gibson,,2.0,0.0,1.0,10.0,2.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,,1.0
ml-wrigley,ML Wrigley,,5.0,0.0,0.0,9.0,3.0,0.0,,,,,,,,1.0
mm-lanning,MM Lanning,,10.0,1.0,0.0,1.0,13.0,1.0,,,,,,,,1.0
n-de-klerk,N de Klerk,,9.0,1.0,0.0,5.0,7.0,0.0,24.0,0.0,0.0,24.0,3.0,1.0,,1.0
nm-hancock,NM Hancock,,4.0,1.0,1.0,10.0,4.0,0.0,24.0,0.0,1.0,38.0,2.0,0.0,,1.0
r-mckenna,R McKenna,,2.0,0.0,0.0,2.0,0.0,0.0,18.0,0.0,0.0,27.0,2.0,2.0,,1.0
s-day,S Day,,,,,,,,24.0,0.0,0.0,28.0,3.0,0.0,,1.0
sk-moloney,SK Moloney,,4.0,0.0,0.0,7.0,3.0,0.0,,,,,,,,1.0
