player_id,player_name,positions,field_goal_yards,interceptions_lost,passing_tds,passing_yards,patkick,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
darien-townsend,DARIEN TOWNSEND,WR,0.0,2.0,2.0,184.0,0.0,5.0,227.0,15.0,0.0,10.0
duane-brown,DUANE  BROWN,WR,0.0,1.0,5.0,213.0,0.0,1.0,52.0,5.0,0.0,4.0
drew-singleton,Drew Singleton,LB,0.0,2.0,2.0,184.0,0.0,0.0,69.0,10.0,0.0,10.0
isaiah-scott,Isaiah Scott,WR,0.0,2.0,9.0,490.0,0.0,4.0,153.0,10.0,1.0,5.0
simeon-burns,Simeon Burns,DB,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,6.0
vincent-wilkerson-ii,Vincent Wilkerson II,WR,0.0,2.0,2.0,184.0,0.0,0.0,31.0,2.0,0.0,4.0
