player_id,player_name,positions,assist_tackles,completions,fg_0_19,fg_20_29,fg_30_39,fg_40_49,fg_50plus,fg_att_game,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,int_avg,int_long,int_tds,int_yards,interceptions_lost,interceptions_made,pass_attempts,passing_tds,passing_yards,pr_fc,punt_avg,punt_long,punt_tb,punt_yards,punts,punts_blocked,punts_in20,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,solo_tackles,targets,xp_att_game
aaron-murray,Aaron Murray,QB,,27.0,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,0.0,,43.0,1.0,306.0,,,,,,,,,,,,3.0,0.0,13.0,,,
adrien-robinson,Adrien Robinson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,,,,,1.0,
andrew-jackson,Andrew Jackson,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,9.0,,
arnold-tarpley,Arnold Tarpley,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,7.0,,
badie-sherman,"Badie, Sherman",WR/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.0,1.0,2.0,0.0,3.0,,1.0,
bass-khalil,"Bass, Khalil",LB/DB,1.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,3.0,,
brandon-maiden,Brandon Maiden,DB,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
brandon-watts,Brandon Watts,DB,2.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,1.0,,
bug-howard,Bug Howard,WR/TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,59.0,3.0,,,,,5.0,
cameron-nizialek-2,Cameron Nizialek,,,,,,,,,,,,,,,,,,,,,,,,,46.4,54.0,1.0,232.0,5.0,0.0,2.0,,,,,,,,,
