player_id,player_name,positions,match_loss,match_played,match_win,team_points_against,team_points_for
alexander-qvist,Alexander Qvist,,0.0,1.0,1.0,4.0,9.0
chikara-segawa,Chikara Segawa,,1.0,1.0,0.0,9.0,4.0
haruta-imamoto,Haruta Imamoto,,1.0,1.0,0.0,9.0,4.0
hinata-michitani,Hinata Michitani,,1.0,1.0,0.0,9.0,4.0
jacob-schmidt,Jacob Schmidt,,0.0,1.0,1.0,4.0,9.0
jonathan-vilandt,Jonathan Vilandt,,0.0,1.0,1.0,4.0,9.0
kaishi-sato,Kaishi Sato,,1.0,1.0,0.0,9.0,4.0
kasper-jurlander-boege,Kasper Jurlander Boege,,0.0,1.0,1.0,4.0,9.0
kota-imamoto,Kota Imamoto,,1.0,1.0,0.0,9.0,4.0
nikki-jensen,Nikki Jensen,,0.0,1.0,1.0,4.0,9.0
