player_id,player_name,positions,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
alex-scales,Alex Scales,P,1.0,1.0,0.0,0.0,0.0,3.0,0.0
brandon-rush,Brandon Rush,P,2.0,0.0,0.0,1.0,0.0,1.0,0.0
corey-brewer,Corey Brewer,P,3.0,1.0,0.0,1.0,0.0,5.0,1.0
gerald-green,Gerald Green,P,10.0,4.0,0.0,2.0,1.0,9.0,1.0
ike-diogu,Ike Diogu,P,1.0,1.0,0.0,0.0,1.0,1.0,0.0
jeff-ayres,Jeff Ayres,P,1.0,0.0,0.0,0.0,0.0,4.0,0.0
julian-wright,Julian Wright,P,3.0,0.0,0.0,0.0,0.0,5.0,1.0
mario-chalmers,Mario Chalmers,P,4.0,2.0,0.0,5.0,0.0,6.0,1.0
michael-beasley,Michael Beasley,P,8.0,1.0,2.0,0.0,2.0,4.0,0.0
will-bynum,Will Bynum,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0
