player_id,player_name,positions,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
albert-yuan,Albert Yuan,P,,,13.0,11.0,,,3.0,,,,12.0,,122.0,111.0
anders-juengst,Anders Juengst,P,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0
andrew-li,Andrew Li,P,0.0,,0.0,0.0,0.0,,,0.0,,,0.0,0.0,,0.0
andrew-mckelvey,Andrew McKelvey,P,1.0,,8.0,3.0,,,,,,,5.0,,190.0,40.0
austin-taylor,Austin Taylor,P/WR,8.0,,38.0,43.0,,,2.0,7.0,,,45.0,2.0,87.0,616.0
bobby-ley,Bobby Ley,P,1.0,,28.0,30.0,,1.0,1.0,2.0,,,31.0,1.0,188.0,135.0
bradley-fleming,Bradley Fleming,P,,,4.0,2.0,,2.0,1.0,,,,2.0,,55.0,-5.0
bradley-seuntjens,Bradley Seuntjens,P,,1.0,6.0,7.0,,,1.0,,,,7.0,,26.0,-2.0
brett-hulsmeyer,Brett Hulsmeyer,P,3.0,2.0,37.0,29.0,,6.0,1.0,,2.0,,31.0,1.0,488.0,200.0
christian-olsen,Christian Olsen,P,1.0,,28.0,34.0,,3.0,2.0,1.0,,,35.0,1.0,73.0,317.0
connor-russell,Connor Russell,P,,,15.0,16.0,,,,,,,17.0,,186.0,166.0
dean-ramsey,Dean Ramsey,P,1.0,1.0,4.0,4.0,,,,,10.0,,5.0,1.0,106.0,19.0
dylan-hawkins,Dylan Hawkins,P,0.0,,0.0,0.0,,,0.0,,,,0.0,,0.0,0.0
elijah-long,Elijah Long,P,0.0,,25.0,28.0,,1.0,2.0,0.0,,,29.0,1.0,58.0,163.0
hayden-austin-knab,Hayden Austin-Knab,P,,,11.0,11.0,,,1.0,,,,13.0,1.0,16.0,18.0
jp-burns,JP Burns,P,2.0,,11.0,10.0,,1.0,1.0,3.0,,,11.0,1.0,44.0,199.0
jacob-fairfax,Jacob Fairfax,P,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0
jakeem-polk,Jakeem Polk,P,,,1.0,1.0,1.0,,,,11.0,,1.0,,8.0,6.0
jeremy-langdon,Jeremy Langdon,P,2.0,2.0,24.0,24.0,,,3.0,1.0,,,25.0,1.0,161.0,152.0
justin-burnett,Justin Burnett,P,1.0,1.0,4.0,3.0,,1.0,,,,,3.0,,82.0,11.0
karl-ekwurtzel,Karl Ekwurtzel,P,,,8.0,8.0,,,1.0,,,,9.0,1.0,87.0,-36.0
kevin-pignone,Kevin Pignone,P,4.0,,22.0,29.0,,,,1.0,,0.0,31.0,,82.0,192.0
liam-haberfield,Liam Haberfield,P,2.0,1.0,26.0,28.0,,3.0,3.0,1.0,,,29.0,1.0,170.0,267.0
lukas-mcclamrock,Lukas McClamrock,P,,1.0,12.0,8.0,1.0,3.0,2.0,,,,9.0,1.0,168.0,37.0
matt-tucker,Matt Tucker,P,,,0.0,0.0,,,,,,,0.0,,0.0,0.0
matthew-mcknight,Matthew Mcknight,P,4.0,,22.0,21.0,,2.0,1.0,,,,22.0,1.0,174.0,184.0
michael-fairley,Michael Fairley,P,,,1.0,,,1.0,,,,,,,31.0,
sol-yanuck,Sol Yanuck,P,0.0,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
suraj-madiraju,Suraj Madiraju,P,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0
tanner-robinson,Tanner Robinson,P,,,7.0,9.0,,,,,,,9.0,,9.0,32.0
terrence-mitchell,Terrence Mitchell,P,,,7.0,7.0,,,,,,,7.0,,49.0,133.0
trenton-spinks,Trenton Spinks,P,,,1.0,1.0,,,1.0,,1.0,,1.0,,-9.0,13.0
trevor-lynch,Trevor Lynch,P,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0
trip-crowley,Trip Crowley,P,,,8.0,6.0,,2.0,2.0,,,,6.0,,157.0,6.0
ty-naquin,Ty Naquin,P,,,0.0,,,0.0,,,,,,,0.0,
tyler-randall,Tyler Randall,P,2.0,1.0,3.0,4.0,,,,,,,4.0,,72.0,37.0
william-coffin,William Coffin,P,,,0.0,0.0,,0.0,,,,,0.0,0.0,0.0,0.0
