player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
bcj-cutting,BCJ Cutting,,14.0,1.0,0.0,7.0,36.0,4.0,,,,,,,,,1.0
ghulam-mudassar,Ghulam Mudassar,,,,,,,,18.0,0.0,0.0,29.0,1.0,2.0,,,1.0
hazratullah,Hazratullah,,4.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,,1.0
hussain-talat,Hussain Talat,,33.0,6.0,0.0,5.0,51.0,1.0,12.0,0.0,0.0,8.0,1.0,0.0,,,1.0
iftikhar-ahmed,Iftikhar Ahmed,,11.0,0.0,0.0,5.0,10.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,,,1.0
jj-roy,JJ Roy,,9.0,2.0,0.0,1.0,13.0,0.0,,,,,,,1.0,,1.0
jm-vince,JM Vince,,4.0,0.0,0.0,3.0,0.0,0.0,,,,,,,,,1.0
khurram-shahzad-2,Khurram Shahzad (2),,2.0,0.0,1.0,9.0,0.0,0.0,24.0,0.0,0.0,40.0,1.0,0.0,1.0,,1.0
ls-livingstone,LS Livingstone,,3.0,0.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,24.0,1.0,0.0,1.0,,1.0
mohammad-haris,Mohammad Haris,,17.0,6.0,0.0,2.0,29.0,0.0,,,,,,,2.0,1.0,1.0
mohammad-umar,Mohammad Umar,,,,,,,,12.0,0.0,0.0,26.0,0.0,0.0,,,1.0
naseem-shah,Naseem Shah,,5.0,1.0,1.0,10.0,5.0,0.0,24.0,0.0,1.0,27.0,4.0,0.0,,,1.0
noor-ahmad,Noor Ahmad,,2.0,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0.0,35.0,0.0,3.0,,,1.0
se-rutherford,SE Rutherford,,6.0,0.0,0.0,6.0,0.0,0.0,,,,,,,,,1.0
salman-irshad,Salman Irshad,,,,,,,,24.0,0.0,1.0,37.0,2.0,1.0,,,1.0
sarfraz-ahmed,Sarfraz Ahmed,,21.0,3.0,0.0,4.0,25.0,0.0,,,,,,,,,1.0
shoaib-malik,Shoaib Malik,,41.0,8.0,0.0,4.0,58.0,0.0,,,,,,,,,1.0
sohail-tanvir,Sohail Tanvir,,4.0,0.0,0.0,7.0,2.0,0.0,24.0,0.0,0.0,50.0,0.0,0.0,1.0,,1.0
umar-akmal,Umar Akmal,,3.0,0.0,0.0,6.0,1.0,0.0,,,,,,,1.0,,1.0
usman-qadir,Usman Qadir,,,,,,,,24.0,0.0,0.0,25.0,3.0,1.0,,,1.0
wcf-smeed,WCF Smeed,,60.0,12.0,0.0,2.0,99.0,3.0,,,,,,,,,1.0
wahab-riaz,Wahab Riaz,,3.0,0.0,1.0,8.0,1.0,0.0,24.0,0.0,0.0,39.0,1.0,1.0,1.0,,1.0
