player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
abeera-waris,Abeera Waris,,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,1.0
hmd-rasangika,HMD Rasangika,,27.0,2.0,0.0,3.0,23.0,0.0,,,,,,,,1.0
i-barma,I Barma,,7.0,4.0,1.0,5.0,24.0,1.0,18.0,0.0,1.0,13.0,0.0,0.0,2.0,1.0
i-bist,I Bist,,,,,,,,12.0,0.0,0.0,14.0,0.0,1.0,,1.0
k-kunwar,K Kunwar,,,,,,,,12.0,0.0,0.0,11.0,0.0,3.0,1.0,1.0
kabita-joshi,Kabita Joshi,,4.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,1.0,1.0,1.0
p-shetty,P Shetty,,,,,,,,12.0,0.0,0.0,10.0,3.0,3.0,1.0,1.0
puja-mahato,Puja Mahato,,11.0,2.0,0.0,4.0,13.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0
r-airee,R Airee,,,,,,,,6.0,0.0,0.0,7.0,0.0,0.0,,1.0
r-poddar,R Poddar,,2.0,0.0,0.0,2.0,1.0,0.0,,,,,,,1.0,1.0
r-rodrigo,R Rodrigo,,29.0,3.0,0.0,2.0,24.0,0.0,,,,,,,,1.0
rc-belbashi,RC Belbashi,,5.0,0.0,1.0,6.0,4.0,0.0,,,,,,,,1.0
riya-sharma,Riya Sharma,,,,,,,,18.0,0.0,0.0,18.0,0.0,2.0,,1.0
sadamali-bhakshala,Sadamali Bhakshala,,,,,,,,12.0,0.0,0.0,14.0,0.0,0.0,1.0,1.0
samjhana-khadka,Samjhana Khadka,,5.0,1.0,0.0,1.0,5.0,0.0,,,,,,,,1.0
ti-gajanayake,TI Gajanayake,,12.0,2.0,0.0,1.0,12.0,0.0,6.0,0.0,0.0,16.0,0.0,1.0,,1.0
zayneb-fazil,Zayneb Fazil,,8.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,12.0,0.0,1.0,,1.0
