player_id,player_name,positions,fg_made,pass_td,pat_made,recv_td,rush_td
brean-michel,Brean Michel,WR,,,,1.0,
chris-perry,Chris Perry,DB,,,,2.0,
davonte-brown,Davonte Brown,DB,,,1.0,,2.0
jack-robinson,Jack Robinson,DL,,,1.0,,1.0
john-williams,John Williams,WR,3.0,,,,
labarron-mallory,Labarron Mallory,DB,,3.0,1.0,,
orlando-doss,Orlando Doss,WR,1.0,,,,
