player_id,player_name,positions,def_sack,def_solo,def_tot,def_ydsl,pass_att,pass_cmp,pass_lg,pass_loss,pass_sack,pass_td,pass_yds,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_ret,ret_ryds,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot,stat_fga,stat_fgm,stat_lg,stat_pts,stat_xpa,stat_xpm
jake-wieneke,Jake Wieneke,WR,,,,,,,,,,,,21.0,5.0,7.0,,11.0,66.0,,,,,,,,,,,,,,,,,,,
janarion-grant,Janarion GRANT,WR,,,,,,,,,,,,6.0,1.0,1.0,,6.0,6.0,33.0,2.0,,,74.0,,,,,,,,,,,,,,
jermarcus-hardrick,Jermarcus Hardrick,OL,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jeshrun-antwi,Jeshrun ANTWI,RB,,,,,,,,,,,,20.0,3.0,4.0,,25.0,30.0,,,,,,9.0,6.0,,23.0,,,,,,,,,,
joe-zema,Joe Zema,DB,,,,,,,,,,,,,,,,,,57.0,6.0,5.0,55.0,295.0,,,,,,,,,,,,,,
kaion-julien-grant,Kaion JULIEN-GRANT,WR,,,,,,,,,,,,42.0,2.0,3.0,,23.0,50.0,,,,,,,,,,,,,,,,,,,
kenneth-durden,Kenneth Durden,DB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
malik-clements,Malik Clements,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marc-liegghio,Marc LIEGGHIO,K,,,,,,,,,,,,,,,,,,67.0,3.0,3.0,91.0,198.0,,,,,,5.0,,,3.0,1.0,45.0,5.0,2.0,2.0
marc-antoine-dequoy,Marc-Antoine Dequoy,DB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micah-awe,Micah Awe,LB,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
michael-wakefield,Michael Wakefield,DL/DB,1.0,3.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-jones,Mike Jones,WR/RB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mike-moore,Mike Moore,DL/DB,2.0,5.0,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
najee-murray,Najee Murray,CB/DB/LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nic-demski,Nic DEMSKI,WR,,,,,,,,,,,,12.0,4.0,5.0,,2.0,21.0,,,,,,1.0,4.0,,4.0,,,,,,,,,,
nicholas-taylor,Nicholas Taylor,DB,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nick-hallett,Nick Hallett,DB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rasheed-bailey,Rasheed Bailey,WR,,,,,,,,,,,,14.0,5.0,5.0,,21.0,38.0,,,,,,,,,,,,,,,,,,,
reggie-white,Reggie White,WR,,,,,,,,,,,,13.0,4.0,5.0,,4.0,41.0,,,,,,,,,,,,,,,,,,,
ricky-walker,Ricky Walker,DT/DB,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tavien-feaster,Tavien Feaster,RB,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,15.0,,39.0,,,,,,,,,,
thiadric-hansen,Thiadric Hansen,DE/DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trevor-harris,Trevor HARRIS,QB,,,,,27.0,18.0,42.0,6.0,1.0,,213.0,,,,,,,,,,,,,,,,,,,,,,,,,
tyrell-ford,Tyrell Ford,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyrice-beverette,Tyrice Beverette,LB,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyson-philpot,Tyson PHILPOT,WR,,,,,,,,,,,,7.0,1.0,1.0,,7.0,7.0,42.0,3.0,,,91.0,,,,,,,,,,,,,,
wes-sutton,Wes Sutton,DB,2.0,5.0,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
willie-jefferson,Willie Jefferson,DE/DL/DB,1.0,5.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
winston-rose,Winston Rose,DB,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zach-collaros,Zach COLLAROS,QB,,,,,27.0,21.0,30.0,40.0,5.0,1.0,251.0,,,,,,,,,,,,1.0,11.0,,11.0,,,,,,,,,,
