player_id,player_name,positions,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
aakash-tripathi,Aakash Tripathi,,5.0,0.0,0.0,2.0,1.0,0.0,,,,,,,,,1.0
abhishesh-gautam,Abhishesh Gautam,,,,,,,,24.0,0.0,0.0,33.0,1.0,1.0,,,1.0
b-sharki,B Sharki,,16.0,0.0,0.0,5.0,14.0,1.0,6.0,0.0,0.0,9.0,0.0,0.0,,,1.0
bg-charlesworth,BG Charlesworth,,5.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,,1.0
d-adhikari,D Adhikari,,5.0,1.0,0.0,2.0,4.0,0.0,,,,,,,,,1.0
d-nath,D Nath,,3.0,0.0,0.0,6.0,7.0,1.0,,,,,,,1.0,,1.0
djm-short,DJM Short,,34.0,0.0,0.0,1.0,33.0,2.0,,,,,,,,,1.0
ja-simpson,JA Simpson,,17.0,1.0,0.0,6.0,18.0,1.0,,,,,,,1.0,,1.0
jj-smit,JJ Smit,,1.0,0.0,1.0,8.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0
karan-kc,Karan KC,,14.0,0.0,0.0,10.0,9.0,1.0,10.0,0.0,0.0,16.0,1.0,0.0,1.0,,1.0
milind-kumar,Milind Kumar,,8.0,0.0,0.0,4.0,2.0,0.0,24.0,0.0,0.0,21.0,0.0,0.0,,,1.0
mohammad-aadil-alam,Mohammad Aadil Alam,,11.0,1.0,0.0,9.0,18.0,2.0,,,,,,,,,1.0
n-dickwella,N Dickwella,,14.0,2.0,0.0,5.0,14.0,0.0,,,,,,,1.0,1.0,1.0
r-trumpelmann,R Trumpelmann,,2.0,1.0,1.0,7.0,5.0,0.0,19.0,1.0,0.0,10.0,2.0,4.0,,,1.0
rk-paudel,RK Paudel,,25.0,1.0,0.0,3.0,18.0,1.0,24.0,0.0,0.0,25.0,3.0,0.0,1.0,,1.0
rashid-khan-2,Rashid Khan (2),,9.0,0.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,12.0,1.0,1.0,,,1.0
s-jora,S Jora,,23.0,1.0,0.0,4.0,23.0,1.0,,,,,,,,,1.0
s-malla,S Malla,,,,,,,,24.0,0.0,0.0,22.0,3.0,0.0,,,1.0
santosh-yadav,Santosh Yadav,,17.0,0.0,0.0,8.0,23.0,1.0,12.0,0.0,0.0,17.0,2.0,3.0,,,1.0
shahab-alam,Shahab Alam,,7.0,0.0,1.0,11.0,4.0,0.0,24.0,0.0,0.0,22.0,1.0,0.0,,,1.0
sunny-patel,Sunny Patel,,6.0,0.0,0.0,3.0,7.0,1.0,24.0,0.0,0.0,14.0,1.0,2.0,,,1.0
tr-bhandari,TR Bhandari,,,,,,,,18.0,0.0,0.0,13.0,0.0,0.0,,,1.0
